"BMI_9","BMI_10","BMI_11","BMI_12","BMI_13","BMI_14","BMI_15","BMI_16","BMI_17","BMI_18","BMI_19","BMI_20","BMI_21","BMI_22","BMI_23","BMI_24","BMI_25","BMI_26","BMI_27","BMI_28","BMI_29","BMI_30","BMI_31","BMI_32","BMI_33","BMI_34","BMI_35","BMI_36","BMI_37","BMI_38","BMI_39","BMI_40","BMI_41","BMI_42","BMI_43","BMI_44","BMI_45","BMI_46","BMI_47","BMI_48","BMI_49","BMI_50","BMI_51","BMI_52","BMI_53","BMI_54","BMI_55","BMI_56","BMI_57","BMI_58","BMI_59","BMI_60","BMI_61","BMI_62","BMI_63","BMI_64","BMI_65","BMI_66","BMI_67","BMI_68","BMI_69","BMI_70","BMI_71","BMI_72","BMI_73"
"Age_2",0.000120932178933337,0.00081934059476549,0.00409005870175821,0.0168062640696775,0.0551607178712305,0.137775550148293,0.222119228440588,0.220146849259457,0.147125003695708,0.0801614795281124,0.0429783333349951,0.0227325402055162,0.0124709779749899,0.009450980274316,0.00922067952510059,0.00758935223258885,0.00593185783451085,0.00347873658491133,0.00125627774008993,0.000405597956479528,0.000147832786791786,1.14090611863338e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_3",0.0001063237158287,0.000770419509321857,0.00417097532663804,0.0182686586174178,0.060036904436472,0.139198974966795,0.212879865523354,0.212216766837521,0.148714324620015,0.0822726350125324,0.0426303533513898,0.0223599678486246,0.0123014275617142,0.00842238338479825,0.0092314494194823,0.0099904565576277,0.00844170655703209,0.00467882604474679,0.00161243171156415,0.000372185109732472,0.000118254820266505,1.052975114136e-05,1.75717260518154e-07,1.35461590670925e-05,0.000291580179011375,0.00070081526412132,0.000188061996523209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_4",0.00016290555107267,0.000995570227889341,0.00485078558619282,0.0193137830057317,0.0604131950199091,0.136729777685189,0.204049671318073,0.198089650594423,0.137406456114321,0.0799294244568459,0.0459614504080507,0.0282497046321876,0.0186529648670582,0.0122873282222754,0.00984988024133905,0.0102006329019561,0.0107781623582895,0.00800628648923951,0.0045375534115036,0.00341771590997668,0.00251881730016428,0.00115138784265855,0.000774952939774898,0.000541559617954311,0.000331798648522367,0.000619514427139996,0.000179070222260825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_5",0.000168670480812024,0.000949598903574615,0.00434089061970721,0.0167300294770987,0.0535104947486357,0.125148605096034,0.189015452978005,0.18491573161629,0.131641192080052,0.0856140995906373,0.0550786539749299,0.035888511655828,0.0258922435111287,0.0178660903219867,0.0144016173162632,0.0153312348773334,0.0157063593876662,0.0116056117733385,0.00630419206676428,0.00377836567654445,0.00229730356433587,0.00133747535596064,0.000959631303823506,0.000512651518236565,0.000289166149798203,0.000561014657181129,0.000155111298034796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_6",0.00136846169651141,0.00399270542778993,0.0102883170171473,0.0251118179124117,0.0578100456567978,0.110313836813524,0.151887333107854,0.148292055865577,0.116313810584449,0.0872677057792261,0.064220383867759,0.0479953237486165,0.0377382033386223,0.0285804811288874,0.023501894711893,0.0217305199188829,0.0193641789754757,0.0151919010701749,0.0106255053872303,0.00704072994685118,0.00444529314979494,0.00268197179066107,0.00153309749776973,0.000832104088549715,0.00069442374075916,0.000813178919538495,0.000328041567674128,3.66772895715036e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_7",0.00240963550891489,0.00568206821579954,0.0125887939752364,0.0271741742793163,0.0548131737790593,0.0927628449244536,0.121719735136541,0.125024290727217,0.109428906673804,0.0894538190773875,0.0710610662908797,0.056450982882311,0.0456313995428384,0.037389062956865,0.0317560330802816,0.0279051475378532,0.0240350040901452,0.0193147156572836,0.0143364383630815,0.00993484970207254,0.0066747112717161,0.00457733370789645,0.00302841998692449,0.00192172390758892,0.0015612676028769,0.00145562127962887,0.00098772367060717,0.000489305407480007,0.000236039906217166,0.000116407666702412,5.27151680449393e-05,2.01222196108718e-05,6.46580336461528e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_8",0.00198180640202298,0.005147200891526,0.0123251711376188,0.0265597382000076,0.0494116990183916,0.0767597866614941,0.0988190954262547,0.107687345433353,0.103580478208032,0.0920490586491794,0.0782270545332539,0.0649938179652239,0.0535257734937358,0.0442671263519248,0.0373990885483284,0.0323766505335724,0.0279558964768467,0.0232215119959167,0.0182125621875887,0.0134830625169423,0.00948660840803967,0.00644158069242132,0.00437549344316034,0.00319711645341082,0.00266271195105332,0.00229270026097225,0.0017148960814745,0.00102538598842781,0.00049894115362735,0.000210181417992165,7.58578314386278e-05,2.66839906911005e-05,7.91769607679589e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_9",0.00388229227299667,0.00795809381056977,0.0152642008715686,0.0268683883233703,0.042543831131478,0.0599639094552859,0.0752614302435574,0.0849983146282975,0.0878981935264758,0.0850061185520777,0.0784204725654233,0.0700872365815512,0.0612806941225744,0.0527606918168311,0.0450350037966185,0.0383400634152088,0.0325433053854218,0.0273221147388389,0.0224699201482053,0.0180021476437785,0.0140553859376223,0.0107734763263931,0.00824207763003038,0.00643577162874652,0.0051923385280206,0.00426673001329564,0.00346534384438416,0.00274098319038149,0.00214723788127318,0.00171720284095743,0.00140725626976768,0.00114202207532253,0.000881228070835365,0.00063346129140966,0.000423701030734014,0.000264888375216294,0.000154543280527533,8.26783116465328e-05,4.11496790176031e-05,1.85447791432085e-05,7.55598514555367e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_10",0.00328467436770361,0.0067282438515329,0.012736083454056,0.0220174799486482,0.0344548634913545,0.0486494658605062,0.0621823501917715,0.0726298531064939,0.0786033196782353,0.0800431205994329,0.0777689600716656,0.072860821488091,0.0663123181101273,0.0589815736398559,0.0515690597647451,0.044529864849832,0.0380308993668247,0.0320642737888662,0.0266102128011566,0.0217092999635195,0.0174415095858817,0.013877445009767,0.0110420772049305,0.00888194737196455,0.0072692212340467,0.00604215599808059,0.00506043619325287,0.00423690109895665,0.00352854482167752,0.00290861317783892,0.00235109060960056,0.001837303110581,0.00136733597212406,0.000957943961447265,0.000627635217919203,0.000383353526129184,0.000217753205479372,0.00011243988070292,5.5034100411957e-05,2.45566729698428e-05,9.96365181861967e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_11",0.00226328637673116,0.00495695311260728,0.00976591197729389,0.0173153716674066,0.0276816761772645,0.0400673745542761,0.0528749072795898,0.0642046556011573,0.0725137084558,0.0770071159529623,0.0777352664640835,0.075283378706618,0.0705101929413622,0.0642873079531536,0.0573225718380705,0.050076178858571,0.0428170360715341,0.0357646976145477,0.02918546382204,0.0233881074915696,0.0186221685266503,0.0149841715707867,0.0123804008574362,0.0105529326428519,0.00917548955100451,0.00796898271057889,0.00678882055104843,0.00562827531410624,0.00454663913673912,0.00359189842846411,0.00277225365098221,0.00207380435007541,0.00148890490829086,0.00102277722492687,0.000681437282727214,0.000458268000414423,0.000329234664763197,0.000260477407877574,0.000220508074711042,0.000190173534402175,0.000165445884662294,0.000151367677385056,0.000151566517387557,0.000160615411620725,0.000165205300530327,0.000153396307724466,0.000123520229491096,8.38558557519062e-05,4.89281805063213e-05,2.39987003080882e-05,9.88817047573978e-06,3.43045867950771e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
