"BMI_9","BMI_10","BMI_11","BMI_12","BMI_13","BMI_14","BMI_15","BMI_16","BMI_17","BMI_18","BMI_19","BMI_20","BMI_21","BMI_22","BMI_23","BMI_24","BMI_25","BMI_26","BMI_27","BMI_28","BMI_29","BMI_30","BMI_31","BMI_32","BMI_33","BMI_34","BMI_35","BMI_36","BMI_37","BMI_38","BMI_39","BMI_40","BMI_41","BMI_42","BMI_43","BMI_44","BMI_45","BMI_46","BMI_47","BMI_48","BMI_49","BMI_50","BMI_51","BMI_52","BMI_53","BMI_54","BMI_55","BMI_56","BMI_57","BMI_58","BMI_59","BMI_60","BMI_61","BMI_62","BMI_63","BMI_64","BMI_65","BMI_66","BMI_67","BMI_68","BMI_69","BMI_70","BMI_71","BMI_72","BMI_73"
"Age_2",0,0.000299459065379454,0.00286003678186377,0.015975924434832,0.0540523197608826,0.116260593991762,0.170247650259622,0.183804888528978,0.158656859057366,0.11375152768061,0.066705061074068,0.0369880155366403,0.0263443632779261,0.0192888224197027,0.0114372160271214,0.00653872331382809,0.00397953336622184,0.00262644240075178,0.00216356390355408,0.00151253532310614,0.000871402020321385,0.00111632869152556,0.00179273200482127,0.00166871672705414,0.000818644247973004,0.000210346641778894,2.82934623091164e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_3",0,0.000539492171612093,0.0039969080270732,0.0185570184766651,0.0555444492315283,0.111220659664639,0.157902555057849,0.170811220650864,0.151292441910965,0.11456520616615,0.0756116793846717,0.0472614299732225,0.0316694845726067,0.0213184955086363,0.0129956294782416,0.0079541871823402,0.005422750691387,0.00377947448971003,0.0025185546174085,0.00147420882927713,0.000848230262673233,0.000982578711601344,0.0014322818238575,0.0013360877815893,0.000712913412365729,0.000215272630974686,3.67892920914872e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_4",0,0.000425436643505914,0.00335327633515875,0.0164145574452873,0.0513664164984933,0.10657264427396,0.155074317428077,0.17046217833242,0.152750618097964,0.115963125673504,0.0756821618170798,0.0476018644079728,0.0340425747699189,0.0253754873163644,0.0170710881271169,0.0103180066143256,0.00592513555887578,0.00348632530544836,0.00216709727632861,0.00124448947957201,0.000702048617999733,0.000825448773786242,0.00122702038573887,0.00114433346225695,0.000600313019973623,0.000175467173092698,2.85671657785833e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_5",0,0.000574570018302878,0.00399537125746122,0.0175599042602132,0.0502821961709048,0.0979287937751871,0.137720949008177,0.150557095853084,0.13793337599229,0.110799120692087,0.0790835013457204,0.0538739111766754,0.0397696758031661,0.0313471356525701,0.0246695206978125,0.0192194088490037,0.0136059241522154,0.00772475876612949,0.00349629980280445,0.00158571549615959,0.00154236524463708,0.00308593609513611,0.00487709880164751,0.00477427617894139,0.00280782722345166,0.000982394158066669,0.000202873528154807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_6",0.000381988883477459,0.00199128376341024,0.00765357667862134,0.0220297732605809,0.0483078951646544,0.0826201205192372,0.113361343028818,0.128741178332085,0.124740392183858,0.106109516544106,0.0821880322875551,0.0616881887465826,0.0481943711960073,0.039838657522541,0.0332710312003548,0.0265480373149244,0.0193237739935332,0.012546282463222,0.00761336423121633,0.00509798205396432,0.00463054678158911,0.00535285126131562,0.00598137115097904,0.00540252277122111,0.00367679173143665,0.00183692394227259,0.000666025832844699,0.000173647443822492,3.25297157691659e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_7",0.00255487235483602,0.0066689088628721,0.0148327396088961,0.0282982427076308,0.0467248051977423,0.0674226064856678,0.0859422528269602,0.0979082416019846,0.100927516361959,0.0955530961457092,0.084685354827074,0.071953238555609,0.0600002481242508,0.0497527899861615,0.0408420753076973,0.0326048389073471,0.0248626408256744,0.018063462417729,0.012878779996402,0.00965825968556103,0.00814161738802943,0.00760902063123915,0.00725965545431518,0.00656477377477672,0.00541068784864611,0.00399890284514642,0.00263858573437516,0.00157252354871392,0.000904998043069565,0.000605509504634256,0.000555872395654461,0.000603664616780021,0.000619647491781481,0.000545478232415155,0.000400409896955971,0.000243346063477379,0.000122204933916599,5.07393731305236e-05,1.73914351783545e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_8",0.00324375439506637,0.00731270381678049,0.0145109048992688,0.0254751909524078,0.0398164162044632,0.0557958033100098,0.070654578764383,0.081571011019728,0.0867398003122831,0.085974223493495,0.0805538896697418,0.0724629875852312,0.0634979711580336,0.0546954009331563,0.0463340367240418,0.0383735755107026,0.030926712414702,0.0244097889777572,0.019321541577003,0.0158751497567344,0.013833905317661,0.0126203708446229,0.0115990547343112,0.0103395573226836,0.00872992780933987,0.00691776744425096,0.00515859332085823,0.00367341631917678,0.00257303227095504,0.00184892771646365,0.00140761886372987,0.00112528068987625,0.000900722648867055,0.000684052803720912,0.00047394747059405,0.000292610802694632,0.00015881335459457,7.51640542291169e-05,3.08498551110303e-05,1.09448812696382e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_9",0.0051552394410401,0.00944509059834319,0.0158665985353622,0.0245174311535556,0.0349637934054231,0.0461753725182324,0.0567431148380029,0.0652453991465193,0.0706657081013252,0.0726959614970125,0.0716834986445071,0.068381302118986,0.0635982890184064,0.0579442202635542,0.0517737395118911,0.0453160084838123,0.03883454955759,0.0326895036617531,0.0272696465602291,0.0228538019604898,0.0194872077869976,0.0169828168239619,0.0150112937509421,0.0132359803023392,0.0114303485849177,0.0095299286640052,0.00760962023160942,0.0058176205219379,0.00429556788348516,0.00312430994964653,0.00230570227793868,0.00177808886411906,0.00145057276499571,0.00123788426757675,0.00107772722742667,0.000934020244155766,0.000790988689996967,0.000645294326377144,0.000500837329603195,0.000365520094086808,0.000248168422095724,0.000155330561696442,8.90466928202022e-05,4.64683658969026e-05,2.19827155856847e-05,9.40363974984397e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_10",0.00532116325835824,0.00906407057388606,0.0143908906854024,0.021328454183143,0.0295843379468027,0.0385189182202713,0.0472464451388291,0.0548397960863103,0.0605549654376146,0.0640218377179094,0.065251332103402,0.0645182238520235,0.0622233397431458,0.0587289558529854,0.054320794870265,0.0492592641647659,0.043847437710103,0.0384382707960694,0.0333826948576109,0.0289296081693622,0.0251602229923887,0.0219870956004231,0.0192247617449067,0.0166905529244425,0.0142781840758156,0.0119770346581284,0.00984489991409391,0.00795683390746533,0.00636107907354704,0.00505948674407838,0.00401936018391718,0.00319099904224432,0.00252623191928685,0.00198947782592563,0.00155636277888526,0.00120864233298681,0.000930546839074919,0.000707349123173302,0.000526537735519824,0.000379640710306438,0.000262169719538241,0.000171487582889966,0.000105266091143549,6.02251792670661e-05,3.19823865635888e-05,1.56825113630557e-05,7.08503436430276e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_11",0.00532104845324091,0.00835954076526861,0.0124478001684112,0.01759575968103,0.0236624309250129,0.0303411107410092,0.0371903173594019,0.0437051077986185,0.0493963522066908,0.0538730665961434,0.0568931618092878,0.0583571730583886,0.0583100271644615,0.0569105548651368,0.0543834600645845,0.0510148232846302,0.0471213830521217,0.043004355973704,0.0389175447060425,0.035027898494619,0.0314052465319765,0.0280420288317693,0.0248868842097359,0.0218937023745093,0.0190495325180096,0.0163759296031779,0.0139151766378328,0.0117091114110822,0.00977792106463212,0.00811549859794596,0.00669974529595335,0.00550109842262456,0.00448971471768827,0.00364287346054606,0.00294186090774113,0.00236540658660655,0.00189220003959156,0.00150114739713611,0.00117298433686924,0.000894838169400404,0.000660451783183513,0.000467444689145052,0.000314815714585273,0.000200687261048372,0.000120624251428722,6.80616135453102e-05,3.60003514492799e-05,1.78394120014422e-05,8.25664097995552e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
