"BMI_9","BMI_10","BMI_11","BMI_12","BMI_13","BMI_14","BMI_15","BMI_16","BMI_17","BMI_18","BMI_19","BMI_20","BMI_21","BMI_22","BMI_23","BMI_24","BMI_25","BMI_26","BMI_27","BMI_28","BMI_29","BMI_30","BMI_31","BMI_32","BMI_33","BMI_34","BMI_35","BMI_36","BMI_37","BMI_38","BMI_39","BMI_40","BMI_41","BMI_42","BMI_43","BMI_44","BMI_45","BMI_46","BMI_47","BMI_48","BMI_49","BMI_50","BMI_51","BMI_52","BMI_53","BMI_54","BMI_55","BMI_56","BMI_57","BMI_58","BMI_59","BMI_60","BMI_61","BMI_62","BMI_63","BMI_64","BMI_65","BMI_66","BMI_67","BMI_68","BMI_69","BMI_70","BMI_71","BMI_72","BMI_73"
"Age_2",5.25535553106173e-05,0.000422069963420127,0.00258226828832702,0.0123507254101138,0.043672818189081,0.106561641043242,0.182730642607137,0.216038243088422,0.173765577987581,0.104405455416723,0.0555229419963851,0.0295043589430295,0.0173867095212351,0.0122465145233485,0.01050988429833,0.00936679532710992,0.00692363860303282,0.00373002476258174,0.0016350465100169,0.00158303427794237,0.00254504702923305,0.00266800450724456,0.00202499249608449,0.00119184633613767,0.00046847744429648,0.000110687874633855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_3",5.5536301110412e-05,0.000447848610080876,0.00285375625414588,0.0132628977228017,0.0445014958555043,0.104231251167325,0.173126430300209,0.203758424536621,0.169634160033962,0.10839031068621,0.0616931401568001,0.0344288902371034,0.0206393396528096,0.013854667427759,0.0103920616396851,0.0084296812371365,0.00644889702713994,0.00472828876534,0.00390071303655252,0.00392321048632033,0.00409347133225098,0.00337359878846848,0.00217319630064118,0.00113680256236305,0.000422671568175593,9.92583134847e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_4",5.00814988738449e-05,0.000406187984850702,0.00262140628282184,0.0123005528978185,0.0417831189789738,0.0989993603780266,0.164599256217197,0.19305787616954,0.162307776414957,0.106308666277889,0.0634381159665777,0.0390944147797382,0.0266038508807304,0.0210947049413364,0.0180423821257163,0.0153232618570401,0.0109148803012767,0.00626244986098925,0.00385399175582979,0.00338987874117153,0.00345075633239492,0.00284457103822602,0.00184097078975221,0.000965394481375942,0.00036065893332853,8.54341135669978e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_5",0.000106369466586893,0.000683917777357902,0.00340233909305186,0.0135561158628598,0.0415240431638806,0.0933628999574489,0.151684840450327,0.178232484015485,0.154994825803272,0.108128149789204,0.0692674025868981,0.0450177127930928,0.0312573946926562,0.0245166523572413,0.0209114990428772,0.0177904712798068,0.013806228060796,0.00936880959157886,0.00614462408301216,0.00496620700910389,0.00462952861163791,0.00335391268574635,0.00185483523627862,0.000923107853387903,0.000380257361483675,0.000112961477292374,2.24098976364152e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_6",0.00013760028132307,0.000838572973511107,0.00395426440650488,0.0147493767748723,0.0421097618943199,0.0896157151765736,0.141099493864373,0.165479278529449,0.148727412161961,0.109569904201817,0.0728705770545998,0.0475244371719754,0.0327861783674528,0.0257374640835144,0.0222032021073438,0.0189699933823745,0.0149251342947021,0.0106406435366018,0.00756510303667302,0.00650563631225504,0.00602625866512597,0.00452999703747101,0.0028112493931051,0.00174909619884956,0.00119452387318144,0.00102848416656706,0.00124698411455299,0.00145503351133908,0.00108309953184871,0.000432617388958401,8.82838656400189e-05,9.42658531532383e-06,2.49972992485755e-05,0.000161423688561443,0.00051252270150719,0.000790688367187283,0.000592174940838516,0.00021536209473871,3.80269637668198e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_7",0.000850245927962184,0.0027671798728568,0.00804040326727584,0.0206361159065483,0.0450716943346764,0.0807328924759077,0.116325162636047,0.134904318281943,0.128566653614302,0.104966783001928,0.0777558777130971,0.055562640283228,0.0404881534474118,0.0312301296250248,0.0255387930144119,0.0214610916732337,0.0179187341096365,0.0148666593005434,0.012606291266756,0.010961716338807,0.00927838798941113,0.00731814610062767,0.00567484323648785,0.00479919727207913,0.00433469653764715,0.00371409602204127,0.00292986608677433,0.00225769237234016,0.00167952617165537,0.00116879027383336,0.000883135722598216,0.000823716995967136,0.000802461788752452,0.00074554708517523,0.000735235586037488,0.000714981110049568,0.000532202453700859,0.000261460583400457,7.92876622561156e-05,1.51928575679122e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_8",0.00276652365952937,0.00602547654745399,0.0125998353523569,0.0249967480277485,0.045213231912004,0.0715349433665436,0.0967079357794987,0.111293387303969,0.110523674329871,0.0975770396793944,0.0795881493360983,0.062299443501169,0.0483843730184584,0.0384072947868934,0.0315972498350154,0.0265187912574454,0.0221488076817953,0.0183991015389331,0.0155754475015991,0.0136112889566817,0.0119462966861811,0.0101058640238603,0.00820845840390557,0.00664212606898831,0.00545119688980292,0.00440454177031882,0.00343896218050971,0.00265970630650945,0.0020970170163903,0.00172701701477423,0.00151407454932448,0.00134869330382608,0.00114383073650207,0.000949182278377558,0.000832384605233803,0.000731281083697036,0.000547510475474063,0.000311113684422724,0.000127921977810462,3.76173632321293e-05,6.4602084003775e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_9",0.00234420334000443,0.00535970040424878,0.0114985031673195,0.0227105824030814,0.0402079000497932,0.0624043715189581,0.0840794415439047,0.0986043533960158,0.102056953097195,0.0954229014789165,0.0829319564483317,0.0689270878722337,0.0560942702296571,0.0454998215252417,0.0371661786737833,0.0305372361252548,0.0250546711873151,0.0205819900288896,0.0172071008134848,0.0147663781450655,0.0127815398298539,0.0108726004647967,0.00906917250201203,0.00761425986123037,0.00656001080841685,0.00569911795654732,0.00482303838481941,0.00391384525713401,0.00308879964619356,0.00245076309416363,0.00199729270488806,0.00164501733535526,0.00132981231693809,0.00106058769821312,0.000861137672776499,0.000706145136035794,0.000556569521299829,0.00042221445811378,0.000333731612457201,0.000280311343183283,0.000220222486059721,0.000145483517699346,7.47726195040923e-05,2.92795877358757e-05,8.67273587813179e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_10",0.00190783228731764,0.00470354697920602,0.0102931609613583,0.0199244751668498,0.0340197580707261,0.0513164895375236,0.0686924186515914,0.0823111764076275,0.089422397930894,0.089535966155584,0.0841138885775389,0.0754089138683506,0.0653708895708318,0.0552766339957717,0.0458265506226934,0.037377355194482,0.030121633874298,0.0241736753372553,0.0195403583441768,0.0160744158886085,0.0134953600122016,0.0115150436826761,0.00992775508576337,0.00860579684135907,0.00745294477510761,0.00640554616613332,0.0054722425901634,0.00472273474419764,0.00420297075824899,0.00384961471706264,0.0035116537393605,0.00307007461984507,0.00253547383727722,0.00202117081651123,0.0016264802964609,0.00136204241771227,0.00117404925496229,0.00100882159820698,0.000840535171748,0.000663884008042549,0.000484245729714121,0.000317125957040643,0.000181901494256621,8.97836909971393e-05,3.77471687640739e-05,1.34634035014227e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_11",0.00240009129297831,0.00494684019731839,0.00957260807756172,0.0171124779002983,0.0279234924429733,0.0413101284663331,0.0554528820356937,0.0680156556939235,0.0770966795487507,0.081755835521261,0.0819253946436933,0.0780708254551727,0.0710131370604714,0.0619161691307967,0.0521172894939565,0.0428018345633508,0.0347242878288674,0.0281656713020517,0.0230463672695148,0.0190828740840049,0.0159560828597815,0.0134283738900139,0.0113787088342979,0.0097414417656052,0.00844018659918284,0.00739321225718493,0.00656141688588975,0.0059493811767047,0.00553981183602065,0.00523927925782741,0.00491746095438268,0.0045070336145305,0.00404631190421778,0.00360675560606818,0.0031993828419244,0.00277823417354165,0.0023191751433565,0.00185815936842538,0.00144781657801772,0.00110607622427304,0.000817611547126857,0.00056847244908995,0.000362186870962192,0.000208404304667096,0.000108042144971297,5.07345591555139e-05,1.97043438081503e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
