"BMI_9","BMI_10","BMI_11","BMI_12","BMI_13","BMI_14","BMI_15","BMI_16","BMI_17","BMI_18","BMI_19","BMI_20","BMI_21","BMI_22","BMI_23","BMI_24","BMI_25","BMI_26","BMI_27","BMI_28","BMI_29","BMI_30","BMI_31","BMI_32","BMI_33","BMI_34","BMI_35","BMI_36","BMI_37","BMI_38","BMI_39","BMI_40","BMI_41","BMI_42","BMI_43","BMI_44","BMI_45","BMI_46","BMI_47","BMI_48","BMI_49","BMI_50","BMI_51","BMI_52","BMI_53","BMI_54","BMI_55","BMI_56","BMI_57","BMI_58","BMI_59","BMI_60","BMI_61","BMI_62","BMI_63","BMI_64","BMI_65","BMI_66","BMI_67","BMI_68","BMI_69","BMI_70","BMI_71","BMI_72","BMI_73"
"Age_2",1.88925325730244e-05,0.00039604891663542,0.00142912793037943,0.00510826253044127,0.031119691344957,0.123149244107576,0.244100958226549,0.266437618365348,0.172979737879568,0.0797944105656027,0.035483392286818,0.019658960684935,0.00844853084669126,0.00225887642270842,0.00274804056849417,0.00263799465518557,0.00139866507303606,0.000154949372073807,0.000289234653335156,0.000667019671673693,0.000880028944583382,0.000774357397900237,6.59570229347632e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_3",1.40599395328346e-05,0.000331854431359976,0.00127883470753754,0.00548828736972477,0.0334843396600066,0.124516005669117,0.243236474995499,0.259669210775684,0.167432780527615,0.0747386282970963,0.0334915078234048,0.0202876658751444,0.0125036071866455,0.00685906574799311,0.00737908134174403,0.00459164913184907,0.00168464817357174,0.000671333772809626,0.000329754202033803,0.000566351720152605,0.000739344670557771,0.000655349374888673,5.01646060322594e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_4",1.52313882557859e-05,0.000298050816566379,0.00114601059738261,0.00545857781172839,0.033473277415586,0.121990699856899,0.238031427597612,0.250523728820106,0.161196220825087,0.0761024939039689,0.0379896599477408,0.0269876960961843,0.0157050258776353,0.00877025896488508,0.00817809780021637,0.00510889447206974,0.00197238354845199,0.00165366301141718,0.00212539712286243,0.00182729313744392,0.000827553454395524,0.000566902881897684,5.14546516075743e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_5",1.20436891734931e-05,0.000258493237447842,0.00101586660451044,0.0050234504824769,0.0307890338813343,0.113749069960876,0.229780197720535,0.249578363317866,0.165583137327065,0.0810768165395571,0.0385151586209081,0.0282991707775288,0.0171682125235859,0.00833760588995619,0.00768583863914414,0.00641484416587609,0.00428861717019702,0.00293288521598077,0.00410215843342504,0.00228586736160755,0.000738941643731865,0.000501742766129563,4.13471440423763e-05,3.01038106101428e-07,7.85545816210279e-06,0.000267960587768826,0.000933813387063582,0.000553740818877755,5.74655970657128e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_6",1.28403399144236e-05,0.00023807693959313,0.00103107675085793,0.00542469345248995,0.0297177514430745,0.107148578683495,0.215667398649011,0.24119047680529,0.167620225124608,0.0866150758486374,0.0414568022323877,0.0279117726112287,0.0197190138611163,0.0143249721049394,0.0113580982156373,0.00729550186813404,0.00495972554163435,0.00344636745011462,0.00499508774683435,0.0037660129573978,0.00206548133179109,0.00120000471813547,0.000237949966616789,0.000596433832159645,0.000381322485210724,0.000267887801693147,0.000806506537530414,0.000488429026086293,5.64356743812085e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_7",0,0.000118295009821417,0.000914891649517818,0.0058362572163578,0.0313103120203993,0.104323483816253,0.198489128584509,0.219608106057362,0.159007603476493,0.0893729985644085,0.0502566685939141,0.0335601233877298,0.0245289904296232,0.0192977405905473,0.0143200709695593,0.00958021063310682,0.00736236757257701,0.00682835045334042,0.00806420332885843,0.00616261770699662,0.00391733795418643,0.00236836643943303,0.000615348371651443,0.000709165788578504,0.000442654026856131,0.000513675154050617,0.00147170785158805,0.0009022741231956,0.000117050229084979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_8",3.37737292291507e-05,0.000293507519538278,0.00188773237148396,0.00995752095992552,0.0380974526682347,0.0981155044052691,0.164564929270676,0.184906399727102,0.150515277425101,0.100173206446463,0.0633113550430717,0.0417526172196904,0.0300540623374754,0.0232259686738774,0.0177008586380275,0.0131243183455429,0.0107196819829229,0.010331539492882,0.0101151015956334,0.00814279118614372,0.00649781355116946,0.00511713876701986,0.00289857551310614,0.00147610695653405,0.000811620201078161,0.000756067255545052,0.00111952627389563,0.000876776193851941,0.000507674289167328,0.00070458339784705,0.000863581968038626,0.000752913286716625,0.000452490430274294,0.000127574018108777,1.39588593561782e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_9",5.25402351542522e-05,0.000484622713628966,0.00295922918716594,0.0126156833772685,0.0386084675925875,0.0852948779832356,0.134922198853671,0.156910069099959,0.14250365431481,0.109427014325098,0.0770718690020629,0.0536563074346631,0.0395287105556235,0.0306697932439881,0.0233627929958582,0.0172207806542539,0.0136379267998084,0.0122608486079148,0.0110722910380744,0.00910509909420231,0.00713946968048753,0.00544891545223987,0.00377075010620017,0.00244537995282601,0.00157947737313893,0.0012737800760338,0.00124918309990525,0.000978982439104113,0.000713810024908979,0.000775704559862824,0.000872631127990719,0.000759550874993735,0.000469685267676647,0.000181344042660468,4.05768198065772e-05,5.07458750651624e-06,6.01613224778629e-07,3.78533343372138e-06,2.9068362574996e-05,0.000118084268290181,0.000253733191165624,0.00028821781977912,0.000173145265786278,5.50394659772663e-05,9.23208539754676e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_10",0.000402472505718916,0.00177778295595988,0.00622891330781154,0.0174584867346745,0.0394489325614364,0.0720424655641908,0.105921629813186,0.126382416358796,0.125902147889809,0.109459767958345,0.0873157588546971,0.0669666041565808,0.0513750580104469,0.0395266075307624,0.0299822527662265,0.0227294656389622,0.0180563097395844,0.0152704177346323,0.0131789095884313,0.0110846523201245,0.00891302255994801,0.00688304410181634,0.00516378544775776,0.00378054744116144,0.00268128598722893,0.00192413464647281,0.00149737738397026,0.00124546881655951,0.001094011606141,0.0010144227954599,0.000928476193414739,0.000769606566494613,0.000549895279453698,0.000372084352470508,0.000301705058696608,0.000291462104243836,0.000288481928693431,0.000290821190634784,0.000303865393231077,0.000315146092143935,0.000308138577158729,0.000263135723844521,0.000178512396694127,8.98604083479046e-05,3.23974184403912e-05,8.25853914449096e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_11",0.000531929565996653,0.00200602449522489,0.00621940227056187,0.0158489065573247,0.0333664570615388,0.0583777892676927,0.0852993760019776,0.105211642457991,0.111902389889121,0.105926689198397,0.09265702350702,0.077651422721664,0.063791033611432,0.0514897495811363,0.0406648490287205,0.0315729023375237,0.0245196453324121,0.0193485933703991,0.0154549086968752,0.0123296521515372,0.00969865692127118,0.00746491245639491,0.0056881612132108,0.00434015170628383,0.00328775830276725,0.00249607556149256,0.00195726678394736,0.00158575359963986,0.00131249993166227,0.00111498146609054,0.000957760961468922,0.000799170188952389,0.000644225008212094,0.000544265380904539,0.000512280330772918,0.000492200491957352,0.00044256617764886,0.000382328446674264,0.000343736604630319,0.000330394172730871,0.000324657090399545,0.000307837959398757,0.000271207411473002,0.000217320841787759,0.000154094928863188,9.25184044961574e-05,4.48865755933374e-05,1.70117220500736e-05,4.93225467892865e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
