"BMI_9","BMI_10","BMI_11","BMI_12","BMI_13","BMI_14","BMI_15","BMI_16","BMI_17","BMI_18","BMI_19","BMI_20","BMI_21","BMI_22","BMI_23","BMI_24","BMI_25","BMI_26","BMI_27","BMI_28","BMI_29","BMI_30","BMI_31","BMI_32","BMI_33","BMI_34","BMI_35","BMI_36","BMI_37","BMI_38","BMI_39","BMI_40","BMI_41","BMI_42","BMI_43","BMI_44","BMI_45","BMI_46","BMI_47","BMI_48","BMI_49","BMI_50","BMI_51","BMI_52","BMI_53","BMI_54","BMI_55","BMI_56","BMI_57","BMI_58","BMI_59","BMI_60","BMI_61","BMI_62","BMI_63","BMI_64","BMI_65","BMI_66","BMI_67","BMI_68","BMI_69","BMI_70","BMI_71","BMI_72","BMI_73"
"Age_2",2.34613149599649e-06,4.75905380506116e-05,0.00073854182495829,0.00703253406477247,0.0400711951442244,0.124561169958817,0.221989536086654,0.261010208898181,0.192364069762053,0.0818001579271409,0.0260308213167352,0.0127614707383321,0.00786701654653344,0.00325745658058839,0.0039736814990984,0.00517029486378429,0.00259145222858656,0.00119802064499604,0.00346944162121832,0.00320970279894746,0.000748938053616652,9.61620298046046e-05,8.19074141019935e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_3",1.74600556290104e-06,3.96774524860438e-05,0.000789004621392577,0.00802570706020946,0.0404363849118496,0.115894207981747,0.209755135382708,0.251546008784234,0.191348128997796,0.0882499092249038,0.030918998626058,0.0154938834673172,0.00997421119230192,0.00525787719136764,0.00649841127203558,0.00640805785375036,0.00469417205907916,0.00437798569101541,0.00577042276617188,0.00373663594301955,0.000695820667690306,8.13832557051295e-05,6.22959159877733e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_4",1.89147958731981e-06,3.57107498051795e-05,0.000920838875678607,0.00842347239699077,0.0404201696152582,0.110625633947238,0.192873557545319,0.231921856926735,0.188771011170825,0.099762879272735,0.0431214137487137,0.0243432701063848,0.0169820272962021,0.00806714066052128,0.00616497742521908,0.00674443630794838,0.00642573415465113,0.0051220604441043,0.00511372113584182,0.00331790949022787,0.000727930238555316,0.000105967218121059,6.38979333688832e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_5",1.49562153134881e-06,8.64491458110472e-05,0.0011582569006892,0.00916530905067281,0.0402885287617067,0.105902335448674,0.183694341816963,0.218856010335897,0.175466280226041,0.0954721549694952,0.0455348842319622,0.0305414640774616,0.0252282760192007,0.0177752477396792,0.0143341692076346,0.011169325988402,0.00734206823792239,0.00513056337156225,0.00560176754590992,0.00477762477445349,0.00189660724982933,0.000345550411895644,5.13461265885718e-06,3.73838170975629e-08,9.75514412287274e-07,3.32761514222725e-05,0.000115963753949072,6.87651997299173e-05,7.13625061600355e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_6",1.59455201551666e-06,0.000152857299099528,0.00161828674643309,0.0101801193045903,0.0391686814265307,0.0973844176592479,0.165081832028311,0.19618322888264,0.164602400342171,0.10175096250518,0.0550152526424661,0.0366600400140873,0.0304665837802603,0.0236986500541485,0.0189018205593071,0.0162751222983814,0.0118416776737562,0.0080270372066348,0.00811493425378761,0.00739375060578143,0.00465045199295036,0.0020046734508226,0.000458264931465502,0.000118921561348631,4.73537726732271e-05,3.32671126285608e-05,0.000100154406621424,6.06545849388207e-05,7.00835172054222e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_7",0.00019747157910546,0.00126290388074519,0.00572004571727014,0.0189884725786824,0.0481560891821664,0.0944792814556919,0.141497975242235,0.159720943206936,0.139506045769383,0.100473002037348,0.0665245697046962,0.0468899346635014,0.0371354135282778,0.0307751598430099,0.0253750655559753,0.0208347686084528,0.017041941909656,0.0140877456914332,0.0118748780615921,0.00899705332073169,0.0056906662777781,0.00289459466191539,0.0010553699814452,0.000344325375498568,0.000103148573006482,6.37897250128217e-05,0.000182761105752764,0.000112047113338016,1.45356493634941e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_8",0.0010876583004893,0.00376280359557143,0.0106597602122861,0.0251684189906423,0.0501246853266734,0.0837663479656876,0.115386370655185,0.130096660996572,0.122826368537466,0.1018708713414,0.0788059101012786,0.0601741836546183,0.0470227394449113,0.0375767953806956,0.0301909696151271,0.0243448638651087,0.0198636981716655,0.0163642944831736,0.0132494662407734,0.0100737641782874,0.00712608166888018,0.00462513049954523,0.00263595885102713,0.00136556193260932,0.000675322976414578,0.000355346039742149,0.000241582369824404,0.000141468944569291,7.12447772031044e-05,8.72678037030662e-05,0.000104713022047002,8.62755094614122e-05,5.0857209383046e-05,1.48238848559177e-05,1.73345312266266e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_9",0.00197566099645067,0.00535792385888646,0.0125243157101292,0.0254211915336883,0.045089269730524,0.0695271381455736,0.0923707019027797,0.105795741889862,0.106469261820406,0.097300233492429,0.0836218403922405,0.0696518215709753,0.0573342005739365,0.0468409062407204,0.0378671477980252,0.0304141857760965,0.0246086681011721,0.0202337342046864,0.0166924778739248,0.0134578775894603,0.0104233934695109,0.00766608911909112,0.00530543996499498,0.00351414554236806,0.00235908517355486,0.00177898292343593,0.0015583499498669,0.00141387774215676,0.00120254537138931,0.000923287015267142,0.000616292751991077,0.000346230968001708,0.000159801285278374,5.70163855918492e-05,4.93007756332895e-06,6.30177533488946e-07,7.47101390247971e-08,4.70074086540565e-07,3.60979665964003e-06,1.46640594608721e-05,3.15093505369076e-05,3.57917553974071e-05,2.15016996728058e-05,6.83496636318994e-06,1.14646812126398e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_10",0.00285804141506933,0.00669465781895561,0.0138697127259266,0.0255113893877477,0.0417233793735149,0.0606040307597109,0.0782475447073329,0.0903083946586597,0.0943812060754523,0.091107620659071,0.0831081836503343,0.0731199613321162,0.0629021375343867,0.0531944925750627,0.044276108320196,0.036388488015937,0.0297333417952155,0.0242881692430441,0.0197802477002251,0.0158790368233934,0.0124016896088753,0.00934766378189226,0.00680879906509997,0.0048674230054648,0.00352737113900107,0.00269531162077061,0.00220241008296366,0.00187202890435417,0.00158974396929565,0.00131571549532805,0.00105500160559139,0.000828669723832302,0.000656665601479944,0.000546809830271586,0.000487379428426956,0.000448412419775472,0.000399867058119784,0.000330251167552246,0.00024778423618153,0.000169129860437562,0.000107295398406108,6.39940449935481e-05,3.42629961962011e-05,1.51266052913453e-05,4.02320882593093e-06,1.0255702205577e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_11",0.00249086571778877,0.00554395060994646,0.011132869836438,0.0201639026945021,0.0329020777173521,0.048339203528245,0.0640163317128555,0.0768242941712526,0.0844354138056087,0.0862309373292923,0.0831695923458099,0.0768961833057369,0.0688932175602423,0.0601905590066341,0.0514479652555346,0.0431404944609867,0.0356132322872999,0.0290277669097736,0.0233678417104891,0.0185571127182505,0.0145563532275749,0.0113784845534981,0.00901358127922799,0.00737580541534343,0.00629961647879302,0.00557108334679674,0.00496730720117767,0.00432218097325224,0.00357792676084765,0.00278223167198561,0.00203391904513461,0.00142146182661579,0.00098841844568241,0.000724104614284791,0.000580517319510389,0.000496374609013147,0.000423916918536508,0.000343636399447352,0.000258643425136804,0.000180799749500758,0.000119639825653471,7.745550281626e-05,5.05376580773705e-05,3.32666639497389e-05,1.91359715581737e-05,1.14892136302418e-05,5.57414991028373e-06,2.11256679053202e-06,6.12502215030355e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_12",0.00167641246089169,0.00386498719228245,0.00799850015533513,0.014902236604259,0.025021411846958,0.0378898661684876,0.0519560568662484,0.0649753717809424,0.0749243417811871,0.0807190399836101,0.0822830428034602,0.0801102573650415,0.0748985948612806,0.0673788674423293,0.0584440015616951,0.0491218432432731,0.0403318931815215,0.032616999099068,0.026107012449845,0.0207034328636692,0.0163170470206507,0.0129156382663468,0.0104451306869489,0.00876883935266011,0.00765998318723214,0.00685868345373321,0.00613996734677013,0.0053717931084028,0.00453457325653852,0.00369912094327578,0.00296621451716885,0.00240706072603699,0.002032464988064,0.00179856184572703,0.00163814845251955,0.00149298836499464,0.00133616613446984,0.00117611009430124,0.00104129421692635,0.000954670399052542,0.000911851369011296,0.000878553702096627,0.000811132510870869,0.00068755745250672,0.000520584011812446,0.000346689564555262,0.00020147815879857,0.000101832872237511,4.46348887383576e-05,1.70593961666874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
