"BMI_9","BMI_10","BMI_11","BMI_12","BMI_13","BMI_14","BMI_15","BMI_16","BMI_17","BMI_18","BMI_19","BMI_20","BMI_21","BMI_22","BMI_23","BMI_24","BMI_25","BMI_26","BMI_27","BMI_28","BMI_29","BMI_30","BMI_31","BMI_32","BMI_33","BMI_34","BMI_35","BMI_36","BMI_37","BMI_38","BMI_39","BMI_40","BMI_41","BMI_42","BMI_43","BMI_44","BMI_45","BMI_46","BMI_47","BMI_48","BMI_49","BMI_50","BMI_51","BMI_52","BMI_53","BMI_54","BMI_55","BMI_56","BMI_57","BMI_58","BMI_59","BMI_60","BMI_61","BMI_62","BMI_63","BMI_64","BMI_65","BMI_66","BMI_67","BMI_68","BMI_69","BMI_70","BMI_71","BMI_72","BMI_73"
"Age_2",0,0,0.00107732898307757,0.0112659778277939,0.0557407716879124,0.146330374321216,0.224255621236112,0.216095127678367,0.146522563356555,0.0850416387785214,0.0457675186046713,0.0208714681710319,0.0107810515936972,0.00900130251715917,0.00837533757970837,0.00747616755925762,0.0060880036579314,0.00381604598205783,0.00128083071327869,0.000199572476932123,1.32972747199145e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_3",0,0.000208311787811227,0.00263160072767824,0.0163961986317029,0.0624306788576223,0.146884169464168,0.215549684373483,0.205591307221976,0.14114525629882,0.0819845910838909,0.04573936865259,0.0264946792663486,0.0173292074787035,0.0117974199594527,0.00830300010245204,0.00651758583872845,0.00507684140149538,0.00312283935254496,0.00108941934567436,0.000188857106110534,1.76111453236083e-05,3.93662904854055e-05,0.000227605744185753,0.000531511215163472,0.000493732879484588,0.000182381867783036,2.6773906322342e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_4",0,0.000281634794393516,0.00286336018876135,0.0168751175558179,0.0617998943134376,0.141847218105235,0.204879631578201,0.194976815064624,0.137247304476775,0.0843177572830676,0.051502085380403,0.0325826465450407,0.0212953159931215,0.0149426199339531,0.0118191631528447,0.00971539214601651,0.00667833503982682,0.00354991732176599,0.00123330609599079,0.000246013977658325,3.08222163699148e-05,4.86373914071804e-05,0.000211960155645669,0.000435735490769236,0.000409319626456156,0.000175592094217764,3.44040781994527e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_5",4.00080472558382e-05,0.00049448247990631,0.00369700618969308,0.0183368004590213,0.0604790840477608,0.131659408030167,0.189491514586268,0.186610768144037,0.138194394445323,0.0888111923599763,0.0557368986113385,0.0361178746278925,0.024731372122638,0.0182812813001718,0.0147687879166383,0.0125081143927835,0.00952926480784537,0.00553026551798278,0.0020153443819929,0.000395952844290426,3.54489563677484e-05,9.75718384811816e-05,0.000422356974376892,0.000847361997973188,0.000778029712912416,0.000326736896070285,6.26783108352164e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_6",5.58319140738191e-05,0.000616209657951605,0.00415278794832552,0.0189043695760739,0.0581575799097663,0.121334363031911,0.173643807829051,0.176385423957523,0.138212365178323,0.0950374998922767,0.0634730607163292,0.0430386087812022,0.030252146676536,0.0222319971821608,0.0175183947151894,0.0144897031440465,0.0109911203117545,0.00636170437541316,0.00237133521679782,0.0005097805188766,4.85886849388648e-05,0.000103181048944233,0.000377792064858219,0.000703648201375972,0.000652010091937176,0.00030028448453679,6.8625630402558e-05,7.77925942346456e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_7",0.000314499012617575,0.00186534477139861,0.00814684199360234,0.026172888376903,0.0620202695196556,0.109232191264356,0.14529964164901,0.150571319793399,0.128646322222274,0.0981146078638631,0.0717988531991685,0.0522519100283085,0.0382847253306973,0.0285737872635426,0.0219270406880886,0.0169117294348168,0.0121972619507027,0.0075694246879768,0.0040439302420228,0.00235672952824903,0.001950329707854,0.00199811519203084,0.00227460054400086,0.00251806303803983,0.00217257210070903,0.00128540521455537,0.000505817063512172,0.000164629711274646,0.000136310684141396,0.000209210821546226,0.000233086221720641,0.000161464944294906,6.94549780983692e-05,1.85501277094578e-05,3.07082986024317e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_8",0.00126116078747948,0.00455238273205357,0.0132482044915908,0.0310842491994472,0.0589487013040024,0.0909761013481367,0.11583778559077,0.124551286346151,0.117032835306182,0.100246510185747,0.08147762269583,0.0645396416218518,0.0503695361421571,0.0387664833256054,0.0293485199687944,0.0217562322994452,0.0156108130210299,0.0106695641987969,0.00696453794915547,0.00456261283075507,0.00328597894648453,0.00278905570336855,0.00272674524734368,0.00273081053730379,0.00244547401743792,0.0017872321591866,0.00102784829796139,0.000488393705434046,0.000253788634304227,0.000203663979388907,0.000186402309887852,0.000143501424017027,8.10424087264164e-05,3.32518219811984e-05,9.89496552674484e-06,2.13449666501552e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_9",0.00312987222569589,0.00778093417050266,0.0168614434357902,0.0317303863354911,0.0517952474952221,0.0735953259509294,0.0918234816505486,0.102055684776802,0.102989704478374,0.0963978302256973,0.0853730251171898,0.072669101221155,0.060029420202048,0.0482798216319921,0.0377510625751034,0.0286692877272864,0.0212434167582919,0.0155193923065681,0.0113334710587598,0.00841444689565427,0.00648456223760062,0.00529655225399368,0.00461257135166535,0.00416020733218448,0.00365875346026576,0.00295674249128902,0.00212366451051058,0.00135688180062458,0.00080197268266678,0.000471270191009687,0.000289262602261905,0.000177975884696112,9.95946150662749e-05,4.4942203702144e-05,1.74045126029654e-05,5.2856307579002e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_10",0.00265079863184348,0.00652214537727679,0.0139001195749188,0.0257754820135187,0.0418530151291999,0.0599676672570605,0.076567033106529,0.0882801781948046,0.0934124470854661,0.0923640787913174,0.0867308881739533,0.0781873599146029,0.0679802896832368,0.0570549630092655,0.0462900930880412,0.0364718876157669,0.0281397878790216,0.0215167666479073,0.0165322748502809,0.0129065476849777,0.0102643635492118,0.00826889628777501,0.00670180463413843,0.00542357586219625,0.00431740884817415,0.00330281241759248,0.00237789986390995,0.00160129324304648,0.00102264395413785,0.000636737252508591,0.000394410868321594,0.000243406862608122,0.000153241488048358,0.000115696184465245,0.000132242277428741,0.000197612859620127,0.000286583313389356,0.000354486378945821,0.000365823505628612,0.000309914616989318,0.000215502886973522,0.000123006238961077,5.76457763267804e-05,2.21634458605427e-05,7.0036747524417e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_11",0.00271127319957933,0.00608361031853219,0.0120853041624613,0.0213747240257185,0.0338581618001463,0.0483887093241064,0.0629613188114814,0.0753828876296502,0.0840022625449965,0.0880698942616919,0.0875721932696395,0.082978850118634,0.0750788856977839,0.0649813217206244,0.0539835405956929,0.0433019684154615,0.0338195654374925,0.0260066887970067,0.0199729647712377,0.0155709575415799,0.0124799512359233,0.0103141657425815,0.00870465274900526,0.00735861883579104,0.0060852071506996,0.00481230337356812,0.00357873461280618,0.00248260626327445,0.00160969630793178,0.000985889355995068,0.000579693719551569,0.000334435166089774,0.000200254246857479,0.000146631077160026,0.000156603030407311,0.000213464010474644,0.00028915304047723,0.00034627089535192,0.000353591688781546,0.000306378248510289,0.000223892413691168,0.000137971856764891,7.1714684221029e-05,3.14162817511566e-05,1.16215688162983e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
