"BMI_9","BMI_10","BMI_11","BMI_12","BMI_13","BMI_14","BMI_15","BMI_16","BMI_17","BMI_18","BMI_19","BMI_20","BMI_21","BMI_22","BMI_23","BMI_24","BMI_25","BMI_26","BMI_27","BMI_28","BMI_29","BMI_30","BMI_31","BMI_32","BMI_33","BMI_34","BMI_35","BMI_36","BMI_37","BMI_38","BMI_39","BMI_40","BMI_41","BMI_42","BMI_43","BMI_44","BMI_45","BMI_46","BMI_47","BMI_48","BMI_49","BMI_50","BMI_51","BMI_52","BMI_53","BMI_54","BMI_55","BMI_56","BMI_57","BMI_58","BMI_59","BMI_60","BMI_61","BMI_62","BMI_63","BMI_64","BMI_65","BMI_66","BMI_67","BMI_68","BMI_69","BMI_70","BMI_71","BMI_72","BMI_73"
"Age_2",0,0,0.00110579529824573,0.0117719064784638,0.0580780049227251,0.149751115636342,0.225216404941904,0.21475545972564,0.144068713021752,0.0824890516143116,0.0445183621964244,0.0201451650839163,0.0102947962525109,0.00910418469748681,0.00902796266534202,0.00831301635720659,0.006415141312962,0.00365526138575033,0.00111842540494394,0.000161260048032603,9.97295603993589e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_3",0,0.000243030419113098,0.00286032035529596,0.0173821034823658,0.0647905560731019,0.149538814399439,0.216234959057073,0.204849224097264,0.13984573850667,0.0799520789310409,0.0441165651198915,0.0255570068799336,0.0166997506875973,0.0114931796225967,0.00863237760873004,0.00716762305252965,0.00536617565810143,0.00301839289698285,0.000959531130299208,0.000153334735413887,1.32083589927062e-05,2.95247178640541e-05,0.000170704308139315,0.000398633411372604,0.000370299659613441,0.000136786400837277,2.00804297417565e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_4",0,0.000300800378124865,0.00300228607642021,0.0174278761552335,0.0632712437909587,0.144258524414122,0.206745005705484,0.195075932732025,0.135832130220006,0.0821831562250218,0.049868975125925,0.0318260178756513,0.0209987465214458,0.01484988701404,0.0120115314206491,0.0100557298163664,0.00670197668368719,0.00331986718972257,0.00106335630121315,0.000197103064104312,2.31166622774361e-05,3.64780435553853e-05,0.000158970116734252,0.000326801618076927,0.000306989719842117,0.000131694070663323,2.58030586495895e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_5",4.66760551318112e-05,0.000556061114701564,0.00403601801688305,0.0194064875573793,0.0623356926005755,0.133030513207356,0.189066201311467,0.185256501685039,0.137132147562007,0.0879544283952338,0.0549916092996622,0.0356257964547459,0.0244408915286577,0.01823386964622,0.0152184649240851,0.0131845684881559,0.00983414769671295,0.00545202562920055,0.00190693795290012,0.000363322358622561,2.65867172758113e-05,7.31788788608862e-05,0.000316767730782669,0.000635521498479891,0.000583522284684312,0.000245052672052714,4.70087331264123e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_6",6.51372330861223e-05,0.000681645789089338,0.0044559276431847,0.0197357956002564,0.0594995425479723,0.122471306704202,0.173923295841871,0.176176423618134,0.137794501238602,0.0939869341874117,0.0620032288352111,0.0419089801827049,0.0296769307849225,0.0221769452698524,0.0180456792499586,0.0152104570394578,0.0113537747637266,0.00635927493700215,0.00229717702645304,0.000480609407088001,3.64415137041486e-05,7.73857867081749e-05,0.000283344048643664,0.000527736151031979,0.000489007568952882,0.000225213363402592,5.14692228019185e-05,5.83444456759842e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_7",0.000344469467374003,0.00199708262735592,0.00853746021215925,0.0269391549616643,0.0629770798092445,0.109914766460462,0.145490151248058,0.15047171696434,0.128302878545957,0.0973411975212805,0.0707811353230898,0.051488384151167,0.0379808471464954,0.0286051489573986,0.022125707097303,0.0170840977001312,0.0121947000236301,0.00744358984308654,0.00394056266274595,0.00231419796486307,0.00190989257265958,0.00195024633950035,0.00228401743423835,0.00260731514947325,0.00228384767787009,0.00136072094636472,0.000536017891299459,0.000163602029124826,0.000108882829241579,0.000156908116159669,0.000174814666290481,0.00012109870822118,5.20912335737769e-05,1.39125957820934e-05,2.30312239518238e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_8",0.00136123362953973,0.00482106558031032,0.0137900090027984,0.0318934960097595,0.0598294598077968,0.0916609366809435,0.116214310102688,0.124679280388279,0.116959548614258,0.099974999055323,0.081099559718204,0.0642074901421221,0.0501382598836824,0.0385948648065918,0.0292071046963017,0.0216271874754696,0.0154422726500516,0.010418660926406,0.00665468102407457,0.0042584453023407,0.00303612333705802,0.00260963949204946,0.00260984146719969,0.00265070643269718,0.00237740594208861,0.00172703679444915,0.000982343821744537,0.00045434093219454,0.000218138194582034,0.00015938751889237,0.000139801732415889,0.00010762606801277,6.07818065448123e-05,2.49388664858988e-05,7.42122414505863e-06,1.60087249876164e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_9",0.00341899409595884,0.00831885204074567,0.0176594450735025,0.0326477832324538,0.0525633263264303,0.0739715706127502,0.0917438613351174,0.101632630352447,0.102388824940318,0.0957592542991314,0.0848124213876825,0.072268668547866,0.0598084950463982,0.048204068270531,0.0377714387110362,0.0287354002504359,0.0213026365847413,0.0155379700701894,0.0113174311952158,0.00839160384604448,0.00646914542299789,0.00527438991451896,0.00455623027884559,0.00405716053346551,0.00352728115575003,0.00283287772480079,0.00203171609447723,0.00129526001215834,0.000754779185245539,0.00042670763212415,0.000247072482901508,0.000144094056060168,7.78850273615834e-05,3.3706652776608e-05,1.3053384452224e-05,3.96422306842515e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_10",0.00264451927596217,0.0065167912107177,0.0139196700668415,0.0258788951290835,0.0421316126571258,0.060500066831975,0.0773438069079228,0.0891656551737008,0.0941914311054213,0.0928580339040571,0.0868744779793771,0.0780162694745721,0.0675741530405472,0.0564991462382811,0.0456713744940396,0.0358721539878516,0.0276195133991773,0.021111051613623,0.0162589092303535,0.0127696738874845,0.010243903478919,0.00831598024468226,0.00675566588615766,0.00543841005461486,0.00427715217647818,0.00321657041124894,0.00226557980582275,0.00148195526070256,0.00091032185730691,0.000540749159200287,0.000319968198272804,0.000191998990429748,0.00012346344581102,0.000105299334545804,0.000140351028649567,0.000224900170804006,0.000332387276394332,0.000413567442103458,0.000426794089900048,0.000361567053154205,0.000251420034802442,0.000143507278787923,6.72534057145772e-05,2.58573535039665e-05,8.17095387784865e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_11",0.00270632909361563,0.0060799114031491,0.0121053878578567,0.0214747450096286,0.0341245748836252,0.0488991878582963,0.0637185136319825,0.0762725404149652,0.0848199071176715,0.0886181750464105,0.0877499868023423,0.0828066507954345,0.0746563288279814,0.0644267758762967,0.053396548098342,0.0427500832646769,0.0333399034846279,0.025617145568452,0.0196812155790969,0.015377180538895,0.0123708526099845,0.0102628333692044,0.00868031384680792,0.00733761084333597,0.00605466888199028,0.0047664953974143,0.00351537847681744,0.00240335059069282,0.00152177417726461,0.000900446906898454,0.000507461737647994,0.000281890315381903,0.000169071514276438,0.000135963323416499,0.000165571849202052,0.00024162687678189,0.000334528849796481,0.000403051413446501,0.000412523636911803,0.00035744128992867,0.000261207815973029,0.000160967166225706,8.36671315912005e-05,3.66523287096827e-05,1.3558496952348e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
