"BMI_9","BMI_10","BMI_11","BMI_12","BMI_13","BMI_14","BMI_15","BMI_16","BMI_17","BMI_18","BMI_19","BMI_20","BMI_21","BMI_22","BMI_23","BMI_24","BMI_25","BMI_26","BMI_27","BMI_28","BMI_29","BMI_30","BMI_31","BMI_32","BMI_33","BMI_34","BMI_35","BMI_36","BMI_37","BMI_38","BMI_39","BMI_40","BMI_41","BMI_42","BMI_43","BMI_44","BMI_45","BMI_46","BMI_47","BMI_48","BMI_49","BMI_50","BMI_51","BMI_52","BMI_53","BMI_54","BMI_55","BMI_56","BMI_57","BMI_58","BMI_59","BMI_60","BMI_61","BMI_62","BMI_63","BMI_64","BMI_65","BMI_66","BMI_67","BMI_68","BMI_69","BMI_70","BMI_71","BMI_72","BMI_73"
"Age_2",0,0,0.000517071663729733,0.00830063370537813,0.0481534936827415,0.159593298632747,0.268367901656028,0.254583323273772,0.150154797058498,0.0611909977279318,0.0262573363348651,0.00909726015469529,0.00354362441538153,0.00318689581416533,0.00187368747805437,0.00182875822974901,0.00180391401638754,0.000881059520744587,0.000445909746210467,6.7803443436679e-05,7.31362032379234e-05,7.22726072043844e-05,6.82463504096975e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_3",0,0,0.000488373239486908,0.00845660301959317,0.0479662378791542,0.161761234451361,0.274873192131218,0.244789882107385,0.14272735690599,0.0605863195722523,0.0287342675004964,0.0116291891907919,0.00494652136572964,0.00523068531195855,0.00275889218277255,0.00188565999414127,0.00151743726540965,0.000791915285039119,0.000570942259228574,0.00015453164925635,6.50904924628803e-05,5.91255611670941e-05,6.54263510599811e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_4",0,0,0.000502119686567822,0.00836170208214504,0.0469668672671904,0.157912964241123,0.271655374071549,0.235175007385758,0.141424209761872,0.0639045053876552,0.032879103361828,0.0144472321705308,0.00660991700038567,0.00761542520226328,0.00511676724877155,0.00303309620680759,0.0016801697635198,0.000880518616249059,0.000885366841294147,0.00032684453519946,0.000151958922354039,0.000197021222041238,6.34077593734834e-05,2.4875091620816e-06,3.18483971784909e-07,1.83167859202393e-05,0.000112909216368509,7.16754223721067e-05,4.71384772576792e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_5",0,0,0.000544266327859907,0.00793524780908812,0.0438964709699774,0.145104583349457,0.249271333712023,0.227594886383238,0.148277594808065,0.0748845417904444,0.0416194360989956,0.0198193328509949,0.0119403534108154,0.00994741540191518,0.00654969579217818,0.0046079210032938,0.00359362804216975,0.0013356428174961,0.000949671547514235,0.000621687203114009,0.00024819932080588,0.000192705594373073,0.000343705202545015,0.000463606847017202,8.0058261864603e-05,1.78890667766436e-05,9.39302680466039e-05,6.14037280671793e-05,4.79239186421286e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_6",0,3.30642038821e-05,0.00068100723315471,0.00763464446296624,0.0427354880890836,0.136828613438449,0.234261922413338,0.222726435524287,0.15226464787388,0.0836779139089293,0.0455078156625727,0.0231359613685617,0.0147791848056169,0.0123648733369205,0.0082651801674049,0.00554066730334198,0.00424194442925077,0.00172733805512089,0.000935154817108592,0.00062508818354003,0.000529419820361971,0.000487065591138813,0.000370038543519586,0.000406254152128746,7.82424289229409e-05,1.80014606948786e-05,8.29810200885852e-05,5.58546748580934e-05,5.1970308763908e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_7",3.59800643258648e-06,6.7535800934673e-05,0.000976749327484839,0.00909084609087869,0.0464198261346935,0.131163701562864,0.207040845966087,0.19746585345135,0.144927000002223,0.0928006587957192,0.0559783379532663,0.0329255579009545,0.0238924115558933,0.0186480696285123,0.0124055872088754,0.00786768372866207,0.00551899457745656,0.00415422861853873,0.00397597639065872,0.00220716758500293,0.000855507600953754,0.00051582870803145,0.000422054363754322,0.00039615847032824,0.000115922494066544,2.96735297616044e-05,7.11802288413335e-05,5.34419648921135e-05,9.60235288190261e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_8",1.78922534545463e-05,0.000199796172380319,0.00195296979795694,0.0122260604151398,0.0475494358441855,0.116395721032855,0.176207612281077,0.176158421597403,0.140153700529534,0.100870077610611,0.0683580697748672,0.0438178801521735,0.0319878837044483,0.0249728887462563,0.0177804532330573,0.0123414798291859,0.00861784595936815,0.00619243324691322,0.00528223250584665,0.00371746634265936,0.00184207912441159,0.000929876335440644,0.00069934600555441,0.000489131409580158,0.000288483758866405,0.000229368254442147,0.00022666842108569,0.00023101260756906,0.000189070643495593,6.63487165361357e-05,8.29369364636253e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_9",0.000156265256759163,0.000934947695056434,0.00462919030767619,0.0173718114748283,0.0479150651723975,0.0953904146797687,0.136382982104995,0.147360243299468,0.133242612531759,0.109143988211918,0.0825874616614349,0.058583290053075,0.0419418580758074,0.0313979861978153,0.0239198028112556,0.0179823461394529,0.0128397875608466,0.00926355866496977,0.00756865440219725,0.00626112336092435,0.00462057463031715,0.00312212731608228,0.0020550023296509,0.00143184288090492,0.00109358713909258,0.000785113664208259,0.000625658696112305,0.000631541134713413,0.000490269667486991,0.000212987184459856,4.9955042685394e-05,7.25094990291376e-06,6.99701978265295e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_10",0.000389712012472578,0.00160381231702299,0.00585932474030656,0.0176835289986625,0.0419621861914428,0.0765239458251249,0.108546658447155,0.125313241869032,0.124894595743372,0.111822659665186,0.0915197576167485,0.0703442185198275,0.0530599537303698,0.0403118382026255,0.0309380924482075,0.0238566461874306,0.0182287114515393,0.0139227282335852,0.0109047054420895,0.00851852880361618,0.00629407333127381,0.00440146491058149,0.00316800783878119,0.00256261275645645,0.00215392210707629,0.00166404080095682,0.00121994798692172,0.000944358630816891,0.000715764814355881,0.000430577496963992,0.000180003608826977,5.0120704482141e-05,9.49916206576873e-06,7.59404623776925e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_11",0.000379138508509404,0.00143740188687091,0.00489487752883782,0.0140543480549934,0.0325564474294903,0.0597906060748801,0.0880292350572802,0.108030355273174,0.115790639394962,0.111850128373196,0.0990082479552433,0.0821687815148282,0.0659986716813058,0.0522399337618228,0.0406156496098116,0.0307873050981691,0.0228490490617124,0.0169160308083794,0.0127307548080521,0.00971631965023857,0.00738563559978592,0.00553935692705171,0.0041700921368666,0.00324458546923339,0.00254743869662565,0.00194119501605486,0.00151774073992807,0.00126375430392449,0.000980630796488996,0.000631624501198821,0.000376631778855622,0.000258492464961187,0.000175948650830838,8.84264320697238e-05,2.86312042701331e-05,5.89375009740836e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
