"BMI_9","BMI_10","BMI_11","BMI_12","BMI_13","BMI_14","BMI_15","BMI_16","BMI_17","BMI_18","BMI_19","BMI_20","BMI_21","BMI_22","BMI_23","BMI_24","BMI_25","BMI_26","BMI_27","BMI_28","BMI_29","BMI_30","BMI_31","BMI_32","BMI_33","BMI_34","BMI_35","BMI_36","BMI_37","BMI_38","BMI_39","BMI_40","BMI_41","BMI_42","BMI_43","BMI_44","BMI_45","BMI_46","BMI_47","BMI_48","BMI_49","BMI_50","BMI_51","BMI_52","BMI_53","BMI_54","BMI_55","BMI_56","BMI_57","BMI_58","BMI_59","BMI_60","BMI_61","BMI_62","BMI_63","BMI_64","BMI_65","BMI_66","BMI_67","BMI_68","BMI_69","BMI_70","BMI_71","BMI_72","BMI_73"
"Age_2",0,0,0.000260679662219061,0.00603999640818912,0.0458705940898049,0.149953146418761,0.254797128362418,0.253069926666568,0.160865095684788,0.0694106623788446,0.0300798687601384,0.0114094255656417,0.00484222024751326,0.00364959570144657,0.00233250907554352,0.00222321479602659,0.0016628945877045,0.00132454703642852,0.00143836544674512,0.000237312052028376,0.000255976711332732,0.000252954125215346,2.38862226433941e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_3",0,0,0.000261396919038133,0.00607420158177369,0.0458356266971981,0.151798845734173,0.252345993767686,0.239948884798651,0.152734382872212,0.0703215195606173,0.0351396962738197,0.01715199682821,0.00836799953724908,0.00789685586196348,0.00432353786802397,0.0021438686561334,0.00140726436665759,0.00134379594614247,0.0019056165474787,0.000540860772397226,0.000227816723620081,0.000206939464084829,2.28992228709934e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_4",0,0,0.000328576693456882,0.00697176779468974,0.0466817188865828,0.148399380233789,0.247723380022532,0.230946942237333,0.151134158484261,0.0730479701421786,0.0373231826482874,0.0200251023892152,0.011172522418966,0.00975939902811856,0.00515640979418991,0.00234691658420269,0.00137266656900474,0.00179713513611153,0.00298780388753077,0.0008277666259908,0.000354337799216578,0.0006844610372153,0.000221927157807192,8.7062820672856e-06,1.11469390124718e-06,6.41087507208377e-05,0.00039518225728978,0.000250863978302373,1.64984670401877e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_5",0,0,0.000353857053368617,0.00668244301598744,0.0441735669968926,0.138258192073741,0.229569857956361,0.221268848052358,0.149794056026422,0.0798744884358472,0.0473632551483791,0.0268527300170862,0.0148408203771794,0.0108880404540677,0.00662749847935109,0.00612454029300517,0.00514054324604845,0.00285616611931187,0.00319604276785047,0.00191911768410066,0.000715037744361536,0.000663129601443277,0.00100769795574483,0.00104840954302312,0.000158606866428744,6.26117337182528e-05,0.000328755938163114,0.000214913048235128,1.6773371524745e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_6",0,0.00011572471358735,0.000833116952531147,0.00680170818918959,0.0426730574402855,0.132457344016862,0.219180417614419,0.214114724146556,0.149654032225459,0.0837386093590443,0.0489854892543974,0.0297011550427399,0.018307105418861,0.0148090093848166,0.00882783132150022,0.00736560577875847,0.00695349173420651,0.00417433821836281,0.00314149683208042,0.0019699611239405,0.00171833319739446,0.00169192851286912,0.00111853177430227,0.000939614513923855,0.000160253581099482,6.30051124320751e-05,0.000290433570310048,0.000195491362003327,1.81896080673678e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_7",1.25930225140527e-05,0.000165226822347608,0.00116444767688315,0.00909616184228325,0.0464502706139501,0.126088910785668,0.193618269069334,0.187129715871151,0.136754867597234,0.0868571311646366,0.0576069433810526,0.0413890970284617,0.0310558811430626,0.0236160711474212,0.0160049438928993,0.0114444143187844,0.00845475596074365,0.00642780494821782,0.00569803292223391,0.0039024279090078,0.00229375510042794,0.00168651338287052,0.00127771407935673,0.00097244873387492,0.000265537152622229,9.62785198064141e-05,0.000249130800944667,0.000187046877122397,3.36082350866592e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_8",6.26228870909122e-05,0.00045321865959069,0.00297908908563361,0.0150412480510973,0.0505139106591746,0.110431280131212,0.159154633315483,0.161590371784719,0.131954924029046,0.0966900016451129,0.0689022417941369,0.0503372986549974,0.0393556094132155,0.0308125869315933,0.0223777647056603,0.0158800151496898,0.0114152745575633,0.00843762488058082,0.00680623942646693,0.0051093302627575,0.0033353954234453,0.00220091908055875,0.00162399625195119,0.00117983191657516,0.000834539566773708,0.000780899162978148,0.000747278239961289,0.00056316907903473,0.000312169053061877,0.00010057085208914,1.59453487482716e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_9",0.000445638088538172,0.0020659488325905,0.00774612505277615,0.0227766153482927,0.0517644723066159,0.0903837644109595,0.121656332742617,0.130803743106467,0.120201755681248,0.100670029576815,0.0800033846607964,0.0621165203628799,0.0485322882189392,0.0381139217990181,0.0294488661261042,0.0220837417321483,0.0161151576651527,0.0120512792314503,0.00972500682786081,0.00801177260280788,0.00632445926196241,0.00486298669839519,0.00376785688770079,0.00298957221060098,0.00241482029174503,0.00187140865243835,0.0013430772890121,0.000895548109335457,0.0005126568621331,0.0002183087882051,6.57776021587989e-05,1.47140153105916e-05,2.44895692392853e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_10",0.00108093179937354,0.00349220879745726,0.00961579610408832,0.0224025674224922,0.0436803861389419,0.0705364116776932,0.09466867688293,0.108270935008725,0.109578812561461,0.101392429945398,0.0877175714492705,0.0725401470407212,0.0586313134268703,0.0468667153959107,0.0371736782509028,0.0292932097580575,0.0229542942471902,0.0180253778538197,0.0142797377440346,0.0112741307741447,0.00876809075398334,0.00680837598484755,0.00541469850562126,0.00442082889494132,0.00357220843765372,0.00274014345866408,0.00197068827360236,0.00133098394973338,0.000819926379599478,0.000428519169736361,0.00017712738373196,5.63515008377459e-05,1.40671113816492e-05,2.65791618321923e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_11",0.00100298356572674,0.00299634305202312,0.00780511756388016,0.0175817132804278,0.03388239557477,0.055390259953264,0.0770798319934009,0.0932384806217907,0.100982963183811,0.100424111472193,0.0933564384565516,0.0824990590384429,0.0703041194816667,0.0580876016822987,0.0464721360808487,0.0360689480683349,0.0275148127597893,0.0211059784052455,0.0165778308034845,0.0132972051499313,0.0107124943871604,0.00857053200834884,0.00680747464689026,0.00536945923910913,0.00414434131376002,0.00306987333189061,0.00218267364107002,0.00149217116245554,0.000943235001268513,0.000522629150934746,0.000261581196576736,0.000136275645077921,7.4042586585636e-05,3.33781828676284e-05,9.54373475671103e-06,1.96458336580279e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_12",0.000669426029706837,0.00187669057489903,0.004595014339175,0.00990444169696437,0.0188752631502644,0.0319458104056768,0.0484626987158368,0.0668275189409235,0.0845854186345871,0.0983573817015542,0.104886378084995,0.102478013874468,0.0917088708710995,0.0758061143409493,0.0591867810068723,0.0449624467867707,0.0342373458751289,0.0265444156555304,0.0208571021737165,0.0165705133648323,0.0132649667555931,0.0105965062583301,0.00847879928840844,0.00673780486442654,0.00519114873633812,0.00391158035239078,0.0029063414943023,0.00203304392961033,0.00128178506362155,0.000711814828556197,0.000327933940413668,0.000116354584313145,3.11474760233446e-05,5.18813821001638e-06,1.07742069330375e-06,1.81489386216876e-07,2.58926064610919e-08,1.42022287521398e-08,8.62996453686665e-08,5.1088466047463e-07,2.40555172845518e-06,8.98710266961994e-06,2.66435800608145e-05,6.26866895043471e-05,0.000117053172708831,0.000173461874809452,0.000203985030034244,0.000190326384687008,0.000140867877207687,8.26876534708837e-05,3.85164488286503e-05,1.42407986620412e-05,4.17971191833554e-06,0,0,0,0,0,0,0,0,0,0,0,0
"Age_13",0.000256620973339511,0.000839601554747167,0.00243397183367082,0.00614362649105255,0.0133315114059496,0.0248791780424335,0.0405635368941108,0.0591401193688332,0.0784786536504364,0.0952371346497945,0.105522286576404,0.106577712802182,0.0982417644247077,0.0834729343499546,0.0666486434223578,0.0511035675362634,0.0385762450483231,0.029362603641474,0.0226862035984464,0.0176703380866145,0.0138264364763433,0.0109417486100415,0.00882434152791436,0.00710602055583134,0.00550519080901052,0.00405653099404693,0.00284800947362446,0.00186448748766211,0.00111000380987244,0.000592033662996497,0.000281605625876847,0.000146724270257156,0.000130413226648096,0.000151102617845159,0.000153477231134942,0.000119572099022931,7.08575828509065e-05,3.19031793469751e-05,1.0923824356086e-05,3.00143059514921e-06,1.67677000476857e-06,5.46134078568481e-06,1.96126786362783e-05,5.42624327869177e-05,0.000114126270280591,0.000182244648656343,0.000220971184012325,0.000203477096720398,0.000142257509915382,7.55118372000738e-05,3.04433095168783e-05,9.31607511071637e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_14",0.000163350631078216,0.00049808930029066,0.00144783445068284,0.00385691687631603,0.0090157336368576,0.0182028798543241,0.0320017657100832,0.0500269589678606,0.0707009387013361,0.0906709791305204,0.105269051390009,0.110448395508761,0.104873902558836,0.0909834148963384,0.0734265207939957,0.0562563297526787,0.0420137454615234,0.0315012150553425,0.0239904237588141,0.0185884754126188,0.0147462439099248,0.0119543749436473,0.00979792431766303,0.00796234307300009,0.00626774512650711,0.00472579397577881,0.00338589267704879,0.00227753504834835,0.00143616790141646,0.00084770020403119,0.000475686754354222,0.000282362114475222,0.000206118457700613,0.000185238495249721,0.000167298831063701,0.000125181219165338,7.29433637673237e-05,3.20029330489569e-05,1.05904518044522e-05,2.78221820585007e-06,1.49674438516207e-06,5.11989295534263e-06,1.91862910539892e-05,5.48282686952522e-05,0.000117965543482008,0.000191137642337037,0.000233167310093105,0.000214070913256314,0.000148028776199129,7.70323954850899e-05,3.01992470949142e-05,8.91911049344548e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_15",4.96437019603647e-05,0.000209012447615606,0.000739898813281888,0.00226492099724948,0.00594277855512603,0.0132906058832069,0.0255574552854531,0.0430552843642589,0.0645954662920158,0.0867303665529036,0.104075073907679,0.111623872901218,0.107774248695569,0.0951311626295919,0.0780928352025692,0.0605427201108932,0.0455270033653812,0.0342221849481768,0.0259030424531583,0.0197742574537185,0.0153666154918779,0.0121945412309119,0.00994120185673548,0.00828541232351116,0.00682394206453056,0.00541609049906188,0.00416263723742649,0.00312576512203279,0.00226668172386201,0.00152224242575364,0.000923396221785406,0.000553887660711594,0.000410784077935485,0.000396958010209453,0.000386006352400956,0.000334975709365952,0.000305513295875479,0.000331528918832284,0.000356232775968936,0.00031747242697261,0.00021918577616493,0.000118942312082797,6.40777210191384e-05,6.76279578665446e-05,0.000119163602160442,0.000188066248021213,0.000228623135045973,0.000209953679630528,0.000145534680583201,7.61195214632326e-05,3.00484877632149e-05,8.93689141016818e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_16",3.26098127132256e-05,0.00013475423572424,0.000482109339553507,0.0015264445894153,0.00422748404392422,0.0100772555189543,0.0207298134682828,0.037375552142307,0.0594976115770663,0.0834464252765381,0.103018058837409,0.112525423549346,0.109790155023564,0.0974194726496965,0.080348040430031,0.0629573289631165,0.0483698063995934,0.0373268748604823,0.0287005711485607,0.0218576572488482,0.0166900340657157,0.0129233286104983,0.0103395305877533,0.00858077982375981,0.00711413641269828,0.00567580638708194,0.00434783046758716,0.00326982114136806,0.00244485102492104,0.00176977189185813,0.00123017839292936,0.000888029494094173,0.000703716594819294,0.00057670177349824,0.000455029335879699,0.000349960386475564,0.000307498160449792,0.000331697275720098,0.000355444147967142,0.000316953778729362,0.000220116489869974,0.00012095468289562,6.61178212705649e-05,6.94617037971969e-05,0.00012023649846529,0.000187973018060662,0.000227549477774045,0.000209365488085966,0.000146037892521518,7.7254776131152e-05,3.09695429435751e-05,9.41373925306702e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_17",0,4.09032517417612e-05,0.000190273997201943,0.000741314557016436,0.00239566255124846,0.00650111201994065,0.0150736685891629,0.0302320620758682,0.0524956140726585,0.0785372396689877,0.101362672336175,0.113989471711025,0.113203663045525,0.101140662696892,0.0832492543389188,0.0649907303048073,0.0501323627120979,0.0391493195519756,0.0304367993421155,0.0233775844191777,0.0181442556948324,0.0145322485155686,0.0121309855649197,0.0104097946032255,0.0088032853899572,0.00709624053551831,0.00544756838286974,0.00404073726533651,0.00289444809696215,0.00197196728474581,0.00130845076351092,0.000941543772415446,0.000776659715951519,0.000653869038365951,0.000502100288811656,0.00036516795135904,0.000307577782006126,0.00032344538631165,0.000342053269654423,0.000305109479543502,0.000215100432538221,0.000121830227572138,6.92204956859212e-05,7.16740751975298e-05,0.000118972567109111,0.000181577041371281,0.000217836776101383,0.000201059801236861,0.000142434409685991,7.73538556376098e-05,3.22404036267848e-05,1.02996098216193e-05,2.52028001252964e-06,0,0,0,0,0,0,0,0,0,0,0,0
"Age_18",0,0,4.72289571210975e-05,0.000258111624717753,0.00110387144661326,0.00381869463817781,0.0107344160330917,0.0247565705225414,0.0472723413274718,0.0751757487798584,0.100871712852001,0.116350410909739,0.117442732441393,0.105829150548357,0.0870138860814016,0.06725208411683,0.0513869670612615,0.0399516500876388,0.0307633104029662,0.0232329153017512,0.0180061876756301,0.0147686387217912,0.0125628659509164,0.0107500262610631,0.00902824531703897,0.00728644024201347,0.00563642976686175,0.00421277439587518,0.00299701579328805,0.00199880124855573,0.00133737981988584,0.0010507887617762,0.00100025610415123,0.000991274215687296,0.000918518880740532,0.000788972500305025,0.000655521792672309,0.000549070503479587,0.000455257049406031,0.000344822629647175,0.000218254624965838,0.00011227717919061,5.80014873826566e-05,6.14090388246962e-05,0.000111211264321507,0.000178152275152996,0.000217739899896384,0.000199586664639572,0.000136999314807517,7.03981853494782e-05,2.70660354243973e-05,7.81326632731902e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
