"BMI_9","BMI_10","BMI_11","BMI_12","BMI_13","BMI_14","BMI_15","BMI_16","BMI_17","BMI_18","BMI_19","BMI_20","BMI_21","BMI_22","BMI_23","BMI_24","BMI_25","BMI_26","BMI_27","BMI_28","BMI_29","BMI_30","BMI_31","BMI_32","BMI_33","BMI_34","BMI_35","BMI_36","BMI_37","BMI_38","BMI_39","BMI_40","BMI_41","BMI_42","BMI_43","BMI_44","BMI_45","BMI_46","BMI_47","BMI_48","BMI_49","BMI_50","BMI_51","BMI_52","BMI_53","BMI_54","BMI_55","BMI_56","BMI_57","BMI_58","BMI_59","BMI_60","BMI_61","BMI_62","BMI_63","BMI_64","BMI_65","BMI_66","BMI_67","BMI_68","BMI_69","BMI_70","BMI_71","BMI_72","BMI_73"
"Age_2",0,8.96557132187686e-05,0.000693555573971149,0.00428700081637433,0.0293698744713282,0.111632766304169,0.243971172690397,0.291116590959737,0.176763505860543,0.0787516480270938,0.0290575422795159,0.00860371386577854,0.0067224607001592,0.00657735473568126,0.00696318692525982,0.00259318320741374,0.000269459491403771,0.00140607811591036,0.00107502403410257,5.62262279426062e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_3",0,8.65670325166869e-05,0.000667143559911709,0.00397839210146796,0.0272848350325735,0.108889569737275,0.246702859784157,0.283729529698268,0.168379086878299,0.0791787939384374,0.0366255038737216,0.0135127009603373,0.00803539435643643,0.00605692183040659,0.00633456911530709,0.00483980504217315,0.00331129813449938,0.00146495826500414,0.000891313426032633,3.07572331755575e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_4",0,0.000137449661879,0.000892483010796211,0.00467790037393924,0.0285118103371363,0.106218481801288,0.237372593678358,0.268618872043388,0.160940598381808,0.0842278057588837,0.0453809982801561,0.0180450571824077,0.0113608760337366,0.00989162757299931,0.00833826273263338,0.0052453652548143,0.00368029134340645,0.00181437107486485,0.00089535167008102,0.000527261045717632,0.000800950972636177,0.000302085725478998,0.000322214508762073,0.00133587775246311,0.000461413802365564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_5",0,0.000130207930387659,0.000844017028083893,0.00453786044723482,0.0282493403147485,0.101791193990999,0.223390576148163,0.257543587142582,0.158305603449732,0.0886771403363906,0.0495820221792838,0.0232354055093508,0.016616845360522,0.0125388336299657,0.0116200130536013,0.00999706732920545,0.0047814608446116,0.00206787625516721,0.00193909286768063,0.00121283074642933,0.000776666961762363,0.000281400699816083,0.000294658575014021,0.00117231672998203,0.000413982469285587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_6",1.50811527302323e-05,0.000155888698329557,0.000873842224051435,0.00476473629685264,0.0279937786363317,0.0948572453564973,0.206947602744389,0.240170301026712,0.157475863844915,0.0971439652242913,0.0587395191855818,0.0300231992669489,0.0206960525513724,0.0159101370121364,0.0157574628192567,0.0119147119390164,0.00583560385193613,0.00334892700844051,0.00300175528954159,0.00171753343010365,0.000709051803956136,0.000264929368743284,0.000294785497035807,0.000989240096504747,0.000384443578478689,1.43420958463165e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_7",4.89463801083296e-05,0.0002873853682393,0.00130643427151157,0.00682070467090103,0.0321385805282384,0.0954777783495193,0.186821530139469,0.214354702777069,0.15175148614764,0.098119599483988,0.0665813614398403,0.0405170733480131,0.0262995177722041,0.0200831600564119,0.0194302158759843,0.0144889880140131,0.00867067100190918,0.00480815028751944,0.00327444498402678,0.00187267637341201,0.00123772068884257,0.00226794198891063,0.00181687712795967,0.00105268112579837,0.000431594228957256,3.97775695144587e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_8",0.000148666658224033,0.000596857814450351,0.00233703138933689,0.00985008715906793,0.0343930176240212,0.0869958458907282,0.153412707333157,0.176419463132729,0.143072960975607,0.106561575478436,0.0795162407052862,0.0537837290749909,0.0370105381885662,0.0302295247105334,0.0266567430361669,0.0197236675921775,0.0128618568916781,0.00876856995956691,0.0054730366245555,0.00293670948413833,0.00199839440644342,0.00236222382196555,0.00217674217663862,0.00146133474934132,0.000807160607383327,0.000310846733111707,9.69789241310251e-05,3.07066941998031e-05,6.78216336842053e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_9",0.000317840661137325,0.00111792221496153,0.00386308497472274,0.0128877875097943,0.0360113241640074,0.078042606112702,0.125207981242318,0.145694252253323,0.132243339484536,0.109733718824058,0.0887157183963388,0.0667286146590022,0.0484400887659355,0.0378998155436595,0.0318108213744694,0.0248898695896573,0.0175691808314373,0.0122922788264919,0.00845993809954591,0.00513095341496457,0.00329503403485923,0.00286283996775762,0.00235786113572734,0.00154462828266107,0.0008470235339921,0.000384848629047175,0.000205556607717048,0.000293195138841104,0.000480553563681945,0.000435631206604124,0.000193708513681288,4.19824423671268e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_10",0.000524748254664017,0.00182167444268933,0.00569453844028823,0.0154320314176888,0.0348606693418709,0.064020403758655,0.0945800492389775,0.113966641557956,0.117227375773073,0.109141135576477,0.0951420625090286,0.0783189896493273,0.0624594092856531,0.0504560446300286,0.0413472161307454,0.0324865530936204,0.0234598290470265,0.0159315320220214,0.0107854107460851,0.0074858102336406,0.00535902488489965,0.00405248695670477,0.00319072595935369,0.00240391517454857,0.00160080183836207,0.000971818865838558,0.000710142433951321,0.000767806285852851,0.000885457045597406,0.000824954888469744,0.000578658454175849,0.000308828040244721,0.000130303237574987,4.51650718204601e-05,1.3254004939334e-05,2.74330774855532e-06,1.93959029265458e-05,9.14227362939621e-05,0.000283084154538372,0.000577147195999591,0.00077365142512687,0.000682379600118841,0.000395740878195921,0.000151039587198466,3.79269200015235e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_11",0.000694612124560979,0.00225427267519811,0.00635230684030536,0.0153031422596301,0.0310888344306346,0.0529889687229879,0.0762875584684522,0.0946624072967757,0.104309265286441,0.104960355140429,0.098039280074206,0.0858426828046061,0.0717169733881876,0.0587111510818063,0.0477801744988062,0.0380828838232506,0.0289521397665282,0.0208184989746425,0.0144723960355057,0.0101408208230154,0.00745393593530114,0.00583915151556262,0.00473193678368089,0.00375605927958636,0.00284667576172164,0.0021383999427561,0.00170778494785698,0.0014664174899728,0.00125569723213715,0.00098164430598114,0.000661562783895654,0.000373736098751584,0.000175367596265646,6.87616747949659e-05,2.45329089706666e-05,1.78342994622632e-05,4.78786515389671e-05,0.000144328353540796,0.000323885896426236,0.000538460247053087,0.000663779217999606,0.000606858177345211,0.000411377957300613,0.000206808372521394,7.70895984721262e-05,2.13104551349828e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_12",0.000661332515803976,0.00201639197894824,0.00534660399945968,0.0122388813121609,0.0241119951158021,0.0409106078763419,0.060304018840221,0.0785175224283777,0.0921922449029412,0.0993365301590563,0.0993445819273713,0.0929270799080947,0.082290549856462,0.0699429429812483,0.0574483646348616,0.0453694990588025,0.0341997587894792,0.0247264809311091,0.0175289271025677,0.0125795108785326,0.00938184256588476,0.00731395777790823,0.00584377533721091,0.00466365353363113,0.00369664707536805,0.00296904747550631,0.00245288712592818,0.00204033081279602,0.00162729022256913,0.00118843170350054,0.000772491203404835,0.000448279840396806,0.000256760344238833,0.000195920757480458,0.000236708804444261,0.000337397519528418,0.000454978301254077,0.000562561870393935,0.000658530383337943,0.000734055202944858,0.00074020498590845,0.00063062024876919,0.000431257418850037,0.00023240755497485,9.7137700525712e-05,3.12243254935301e-05,7.77471010822609e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_13",0.000478945187199105,0.00141019629654073,0.00366685164435816,0.00837104220172894,0.0167850893515156,0.0295410520686795,0.0459141061329166,0.063750357784286,0.0801734795084641,0.0923376952121924,0.0980071441742093,0.0964446880713404,0.088867336557711,0.0777407019311162,0.0652731627476023,0.0527127291652415,0.0408141353609387,0.0303977933670779,0.0221894606431985,0.0164464647025139,0.0128184511503768,0.0105798382802326,0.00895143350274268,0.00742422128659098,0.0059079419531194,0.00457555347394282,0.00356800109532434,0.00284746354113225,0.00227261364210639,0.00173372788651884,0.00121651751837961,0.00077454577302668,0.000467097627777762,0.000313183621216746,0.000291159488771533,0.000356425451752794,0.000459272985443745,0.000564353684134254,0.000660115324705791,0.000731535158987946,0.000732448788367792,0.000623143175482879,0.000430517515088812,0.000234949957630387,0.000100723214121231,3.36283412109377e-05,8.70445298360517e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_14",0.000263256099377023,0.000804265557277979,0.00219864449940865,0.00538557478420037,0.0116883044952757,0.0222687295417006,0.0372468107227434,0.055270511229286,0.0737411437810826,0.0892894548366976,0.0985753702220604,0.0997661506140172,0.0937058705250987,0.0830366617415267,0.0703451258162244,0.0572192387778145,0.0446573778622261,0.0335810145405882,0.0247547574143547,0.0184941292249012,0.0144938145653164,0.0119848511143482,0.010091009578702,0.00828967848050178,0.00655947460309784,0.00511219134807994,0.00405376889537893,0.00330170069592817,0.00269628483786995,0.00212518367914663,0.00156271129751601,0.00105152741822064,0.00065411653105267,0.000412734002687006,0.000330562597155023,0.000369533423947616,0.000466026350077562,0.00056887414253814,0.000665609304512611,0.000746944333239439,0.000758073100084587,0.000643048189380127,0.00043201205757244,0.000223324309805718,8.81705585181727e-05,2.63822994604667e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_15",0.000237650375945675,0.000674802444733745,0.00175618545042584,0.00419803392680985,0.00907231941000083,0.0175056321918244,0.030025534477907,0.0461175142821126,0.063996019382124,0.0807434113493575,0.0929005100243792,0.0978409561446027,0.0953252413694915,0.0871717269755917,0.0758487469583537,0.0631586847408779,0.0502693578707435,0.038305643149073,0.0284964408261054,0.0216459066799874,0.0175629985308406,0.0151649406302145,0.0131829003432327,0.0109413520876855,0.00853862346523259,0.0064028030420152,0.00479701258500006,0.00368542996246327,0.00287771256957164,0.00220886560969383,0.00160704136483797,0.00108291022003917,0.000680845985425896,0.000435269869290354,0.000347856350223232,0.000381626528212735,0.000477161891386342,0.000585485953182256,0.00068971634621583,0.000773076905136566,0.000781302011526568,0.000665406288297835,0.000455051753520244,0.000243204110117972,0.000100933181848548,3.22326662706614e-05,7.92171807028443e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Age_16",0.000260044179174645,0.000642089202502224,0.00148423000318029,0.00324635959826206,0.00668016543237212,0.0127770414434769,0.0224441989059009,0.0360343084908335,0.0526955014739538,0.0700701732385529,0.084781125326807,0.093793646332102,0.095723064351235,0.0912357320570507,0.0821239660230711,0.0703381536479,0.0575015809329683,0.0450378514802846,0.0342726070308549,0.0261481862298631,0.0207588823006631,0.0174065794094185,0.0150544259401435,0.0129132519086586,0.0106893248653607,0.00846973886104673,0.00646714574479023,0.00482132618151985,0.00354536702690804,0.00256558938681678,0.00180095948400666,0.00120530371386637,0.000771107186043702,0.000502625483332581,0.000390479266722584,0.000400919566207008,0.000482986966871712,0.000592456521968796,0.000701867899266534,0.000781347213280603,0.000782350622256179,0.000671523927455361,0.000476535087690179,0.000272696197156447,0.000125687524196019,4.60836204258102e-05,1.34127135812944e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
