"age","year","gender","race","N"
77,1986,"Male","Non_Hispanic_White",436102
78,1986,"Male","Non_Hispanic_White",400866
79,1986,"Male","Non_Hispanic_White",356402
80,1986,"Male","Non_Hispanic_White",313216
81,1986,"Male","Non_Hispanic_White",280293
82,1986,"Male","Non_Hispanic_White",249322
83,1986,"Male","Non_Hispanic_White",215877
84,1986,"Male","Non_Hispanic_White",183621
85,1986,"Male","Non_Hispanic_White",130883
86,1986,"Male","Non_Hispanic_White",118295
87,1986,"Male","Non_Hispanic_White",103969
88,1986,"Male","Non_Hispanic_White",88115
89,1986,"Male","Non_Hispanic_White",75425
90,1986,"Male","Non_Hispanic_White",62374
91,1986,"Male","Non_Hispanic_White",50271
92,1986,"Male","Non_Hispanic_White",40226
93,1986,"Male","Non_Hispanic_White",31532
94,1986,"Male","Non_Hispanic_White",22502
95,1986,"Male","Non_Hispanic_White",15405
96,1986,"Male","Non_Hispanic_White",11226
97,1986,"Male","Non_Hispanic_White",7278
98,1986,"Male","Non_Hispanic_White",4760
99,1986,"Male","Non_Hispanic_White",3074
0,1987,"Male","Non_Hispanic_White",1625237
1,1987,"Male","Non_Hispanic_White",1543718
2,1987,"Male","Non_Hispanic_White",1515104
3,1987,"Male","Non_Hispanic_White",1501902
4,1987,"Male","Non_Hispanic_White",1522954
5,1987,"Male","Non_Hispanic_White",1518509
6,1987,"Male","Non_Hispanic_White",1470958
7,1987,"Male","Non_Hispanic_White",1503604
8,1987,"Male","Non_Hispanic_White",1448529
9,1987,"Male","Non_Hispanic_White",1516098
10,1987,"Male","Non_Hispanic_White",1526225
11,1987,"Male","Non_Hispanic_White",1433556
12,1987,"Male","Non_Hispanic_White",1389108
13,1987,"Male","Non_Hispanic_White",1392021
14,1987,"Male","Non_Hispanic_White",1340821
15,1987,"Male","Non_Hispanic_White",1376151
16,1987,"Male","Non_Hispanic_White",1355241
17,1987,"Male","Non_Hispanic_White",1416989
18,1987,"Male","Non_Hispanic_White",1484016
19,1987,"Male","Non_Hispanic_White",1691913
20,1987,"Male","Non_Hispanic_White",1692230
21,1987,"Male","Non_Hispanic_White",1610602
22,1987,"Male","Non_Hispanic_White",1539203
23,1987,"Male","Non_Hispanic_White",1554125
24,1987,"Male","Non_Hispanic_White",1618168
25,1987,"Male","Non_Hispanic_White",1699669
26,1987,"Male","Non_Hispanic_White",1750826
27,1987,"Male","Non_Hispanic_White",1795467
28,1987,"Male","Non_Hispanic_White",1743243
29,1987,"Male","Non_Hispanic_White",1912779
30,1987,"Male","Non_Hispanic_White",1889692
31,1987,"Male","Non_Hispanic_White",1819734
32,1987,"Male","Non_Hispanic_White",1837715
33,1987,"Male","Non_Hispanic_White",1826621
34,1987,"Male","Non_Hispanic_White",1818403
35,1987,"Male","Non_Hispanic_White",1793388
36,1987,"Male","Non_Hispanic_White",1712670
37,1987,"Male","Non_Hispanic_White",1680936
38,1987,"Male","Non_Hispanic_White",1563569
39,1987,"Male","Non_Hispanic_White",1652103
40,1987,"Male","Non_Hispanic_White",1595340
41,1987,"Male","Non_Hispanic_White",1531897
42,1987,"Male","Non_Hispanic_White",1540868
43,1987,"Male","Non_Hispanic_White",1657562
44,1987,"Male","Non_Hispanic_White",1232786
45,1987,"Male","Non_Hispanic_White",1234186
46,1987,"Male","Non_Hispanic_White",1205901
47,1987,"Male","Non_Hispanic_White",1284948
48,1987,"Male","Non_Hispanic_White",1062265
49,1987,"Male","Non_Hispanic_White",1099093
50,1987,"Male","Non_Hispanic_White",1027094
51,1987,"Male","Non_Hispanic_White",978293
52,1987,"Male","Non_Hispanic_White",957545
53,1987,"Male","Non_Hispanic_White",915663
54,1987,"Male","Non_Hispanic_White",921483
55,1987,"Male","Non_Hispanic_White",908198
56,1987,"Male","Non_Hispanic_White",867551
57,1987,"Male","Non_Hispanic_White",872008
58,1987,"Male","Non_Hispanic_White",832775
59,1987,"Male","Non_Hispanic_White",919540
60,1987,"Male","Non_Hispanic_White",899033
61,1987,"Male","Non_Hispanic_White",877735
62,1987,"Male","Non_Hispanic_White",890626
63,1987,"Male","Non_Hispanic_White",878645
64,1987,"Male","Non_Hispanic_White",864756
65,1987,"Male","Non_Hispanic_White",857868
66,1987,"Male","Non_Hispanic_White",832988
67,1987,"Male","Non_Hispanic_White",804067
68,1987,"Male","Non_Hispanic_White",786404
69,1987,"Male","Non_Hispanic_White",771921
70,1987,"Male","Non_Hispanic_White",699809
71,1987,"Male","Non_Hispanic_White",657607
72,1987,"Male","Non_Hispanic_White",625023
73,1987,"Male","Non_Hispanic_White",573570
74,1987,"Male","Non_Hispanic_White",546167
75,1987,"Male","Non_Hispanic_White",518692
76,1987,"Male","Non_Hispanic_White",474402
77,1987,"Male","Non_Hispanic_White",436102
78,1987,"Male","Non_Hispanic_White",400866
79,1987,"Male","Non_Hispanic_White",356402
80,1987,"Male","Non_Hispanic_White",313216
81,1987,"Male","Non_Hispanic_White",280293
82,1987,"Male","Non_Hispanic_White",249322
83,1987,"Male","Non_Hispanic_White",215877
84,1987,"Male","Non_Hispanic_White",183621
85,1987,"Male","Non_Hispanic_White",130883
86,1987,"Male","Non_Hispanic_White",118295
87,1987,"Male","Non_Hispanic_White",103969
88,1987,"Male","Non_Hispanic_White",88115
89,1987,"Male","Non_Hispanic_White",75425
90,1987,"Male","Non_Hispanic_White",62374
91,1987,"Male","Non_Hispanic_White",50271
92,1987,"Male","Non_Hispanic_White",40226
93,1987,"Male","Non_Hispanic_White",31532
94,1987,"Male","Non_Hispanic_White",22502
95,1987,"Male","Non_Hispanic_White",15405
96,1987,"Male","Non_Hispanic_White",11226
97,1987,"Male","Non_Hispanic_White",7278
98,1987,"Male","Non_Hispanic_White",4760
99,1987,"Male","Non_Hispanic_White",3074
0,1988,"Male","Non_Hispanic_White",1625237
1,1988,"Male","Non_Hispanic_White",1543718
2,1988,"Male","Non_Hispanic_White",1515104
3,1988,"Male","Non_Hispanic_White",1501902
4,1988,"Male","Non_Hispanic_White",1522954
5,1988,"Male","Non_Hispanic_White",1518509
6,1988,"Male","Non_Hispanic_White",1470958
7,1988,"Male","Non_Hispanic_White",1503604
8,1988,"Male","Non_Hispanic_White",1448529
9,1988,"Male","Non_Hispanic_White",1516098
10,1988,"Male","Non_Hispanic_White",1526225
11,1988,"Male","Non_Hispanic_White",1433556
12,1988,"Male","Non_Hispanic_White",1389108
13,1988,"Male","Non_Hispanic_White",1392021
14,1988,"Male","Non_Hispanic_White",1340821
15,1988,"Male","Non_Hispanic_White",1376151
16,1988,"Male","Non_Hispanic_White",1355241
17,1988,"Male","Non_Hispanic_White",1416989
18,1988,"Male","Non_Hispanic_White",1484016
19,1988,"Male","Non_Hispanic_White",1691913
20,1988,"Male","Non_Hispanic_White",1692230
21,1988,"Male","Non_Hispanic_White",1610602
22,1988,"Male","Non_Hispanic_White",1539203
23,1988,"Male","Non_Hispanic_White",1554125
24,1988,"Male","Non_Hispanic_White",1618168
25,1988,"Male","Non_Hispanic_White",1699669
26,1988,"Male","Non_Hispanic_White",1750826
27,1988,"Male","Non_Hispanic_White",1795467
28,1988,"Male","Non_Hispanic_White",1743243
29,1988,"Male","Non_Hispanic_White",1912779
30,1988,"Male","Non_Hispanic_White",1889692
31,1988,"Male","Non_Hispanic_White",1819734
32,1988,"Male","Non_Hispanic_White",1837715
33,1988,"Male","Non_Hispanic_White",1826621
34,1988,"Male","Non_Hispanic_White",1818403
35,1988,"Male","Non_Hispanic_White",1793388
36,1988,"Male","Non_Hispanic_White",1712670
37,1988,"Male","Non_Hispanic_White",1680936
38,1988,"Male","Non_Hispanic_White",1563569
39,1988,"Male","Non_Hispanic_White",1652103
40,1988,"Male","Non_Hispanic_White",1595340
41,1988,"Male","Non_Hispanic_White",1531897
42,1988,"Male","Non_Hispanic_White",1540868
43,1988,"Male","Non_Hispanic_White",1657562
44,1988,"Male","Non_Hispanic_White",1232786
45,1988,"Male","Non_Hispanic_White",1234186
46,1988,"Male","Non_Hispanic_White",1205901
47,1988,"Male","Non_Hispanic_White",1284948
48,1988,"Male","Non_Hispanic_White",1062265
49,1988,"Male","Non_Hispanic_White",1099093
50,1988,"Male","Non_Hispanic_White",1027094
51,1988,"Male","Non_Hispanic_White",978293
52,1988,"Male","Non_Hispanic_White",957545
53,1988,"Male","Non_Hispanic_White",915663
54,1988,"Male","Non_Hispanic_White",921483
55,1988,"Male","Non_Hispanic_White",908198
56,1988,"Male","Non_Hispanic_White",867551
57,1988,"Male","Non_Hispanic_White",872008
58,1988,"Male","Non_Hispanic_White",832775
59,1988,"Male","Non_Hispanic_White",919540
60,1988,"Male","Non_Hispanic_White",899033
61,1988,"Male","Non_Hispanic_White",877735
62,1988,"Male","Non_Hispanic_White",890626
63,1988,"Male","Non_Hispanic_White",878645
64,1988,"Male","Non_Hispanic_White",864756
65,1988,"Male","Non_Hispanic_White",857868
66,1988,"Male","Non_Hispanic_White",832988
67,1988,"Male","Non_Hispanic_White",804067
68,1988,"Male","Non_Hispanic_White",786404
69,1988,"Male","Non_Hispanic_White",771921
70,1988,"Male","Non_Hispanic_White",699809
71,1988,"Male","Non_Hispanic_White",657607
72,1988,"Male","Non_Hispanic_White",625023
73,1988,"Male","Non_Hispanic_White",573570
74,1988,"Male","Non_Hispanic_White",546167
75,1988,"Male","Non_Hispanic_White",518692
76,1988,"Male","Non_Hispanic_White",474402
77,1988,"Male","Non_Hispanic_White",436102
78,1988,"Male","Non_Hispanic_White",400866
79,1988,"Male","Non_Hispanic_White",356402
80,1988,"Male","Non_Hispanic_White",313216
81,1988,"Male","Non_Hispanic_White",280293
82,1988,"Male","Non_Hispanic_White",249322
83,1988,"Male","Non_Hispanic_White",215877
84,1988,"Male","Non_Hispanic_White",183621
85,1988,"Male","Non_Hispanic_White",130883
86,1988,"Male","Non_Hispanic_White",118295
87,1988,"Male","Non_Hispanic_White",103969
88,1988,"Male","Non_Hispanic_White",88115
89,1988,"Male","Non_Hispanic_White",75425
90,1988,"Male","Non_Hispanic_White",62374
91,1988,"Male","Non_Hispanic_White",50271
92,1988,"Male","Non_Hispanic_White",40226
93,1988,"Male","Non_Hispanic_White",31532
94,1988,"Male","Non_Hispanic_White",22502
95,1988,"Male","Non_Hispanic_White",15405
96,1988,"Male","Non_Hispanic_White",11226
97,1988,"Male","Non_Hispanic_White",7278
98,1988,"Male","Non_Hispanic_White",4760
99,1988,"Male","Non_Hispanic_White",3074
0,1989,"Male","Non_Hispanic_White",1625237
1,1989,"Male","Non_Hispanic_White",1543718
2,1989,"Male","Non_Hispanic_White",1515104
3,1989,"Male","Non_Hispanic_White",1501902
4,1989,"Male","Non_Hispanic_White",1522954
5,1989,"Male","Non_Hispanic_White",1518509
6,1989,"Male","Non_Hispanic_White",1470958
7,1989,"Male","Non_Hispanic_White",1503604
8,1989,"Male","Non_Hispanic_White",1448529
9,1989,"Male","Non_Hispanic_White",1516098
10,1989,"Male","Non_Hispanic_White",1526225
11,1989,"Male","Non_Hispanic_White",1433556
12,1989,"Male","Non_Hispanic_White",1389108
13,1989,"Male","Non_Hispanic_White",1392021
14,1989,"Male","Non_Hispanic_White",1340821
15,1989,"Male","Non_Hispanic_White",1376151
16,1989,"Male","Non_Hispanic_White",1355241
17,1989,"Male","Non_Hispanic_White",1416989
18,1989,"Male","Non_Hispanic_White",1484016
19,1989,"Male","Non_Hispanic_White",1691913
20,1989,"Male","Non_Hispanic_White",1692230
21,1989,"Male","Non_Hispanic_White",1610602
22,1989,"Male","Non_Hispanic_White",1539203
23,1989,"Male","Non_Hispanic_White",1554125
24,1989,"Male","Non_Hispanic_White",1618168
25,1989,"Male","Non_Hispanic_White",1699669
26,1989,"Male","Non_Hispanic_White",1750826
27,1989,"Male","Non_Hispanic_White",1795467
28,1989,"Male","Non_Hispanic_White",1743243
29,1989,"Male","Non_Hispanic_White",1912779
30,1989,"Male","Non_Hispanic_White",1889692
31,1989,"Male","Non_Hispanic_White",1819734
32,1989,"Male","Non_Hispanic_White",1837715
33,1989,"Male","Non_Hispanic_White",1826621
34,1989,"Male","Non_Hispanic_White",1818403
35,1989,"Male","Non_Hispanic_White",1793388
36,1989,"Male","Non_Hispanic_White",1712670
37,1989,"Male","Non_Hispanic_White",1680936
38,1989,"Male","Non_Hispanic_White",1563569
39,1989,"Male","Non_Hispanic_White",1652103
40,1989,"Male","Non_Hispanic_White",1595340
41,1989,"Male","Non_Hispanic_White",1531897
42,1989,"Male","Non_Hispanic_White",1540868
43,1989,"Male","Non_Hispanic_White",1657562
44,1989,"Male","Non_Hispanic_White",1232786
45,1989,"Male","Non_Hispanic_White",1234186
46,1989,"Male","Non_Hispanic_White",1205901
47,1989,"Male","Non_Hispanic_White",1284948
48,1989,"Male","Non_Hispanic_White",1062265
49,1989,"Male","Non_Hispanic_White",1099093
50,1989,"Male","Non_Hispanic_White",1027094
51,1989,"Male","Non_Hispanic_White",978293
52,1989,"Male","Non_Hispanic_White",957545
53,1989,"Male","Non_Hispanic_White",915663
54,1989,"Male","Non_Hispanic_White",921483
55,1989,"Male","Non_Hispanic_White",908198
56,1989,"Male","Non_Hispanic_White",867551
57,1989,"Male","Non_Hispanic_White",872008
58,1989,"Male","Non_Hispanic_White",832775
59,1989,"Male","Non_Hispanic_White",919540
60,1989,"Male","Non_Hispanic_White",899033
61,1989,"Male","Non_Hispanic_White",877735
62,1989,"Male","Non_Hispanic_White",890626
63,1989,"Male","Non_Hispanic_White",878645
64,1989,"Male","Non_Hispanic_White",864756
65,1989,"Male","Non_Hispanic_White",857868
66,1989,"Male","Non_Hispanic_White",832988
67,1989,"Male","Non_Hispanic_White",804067
68,1989,"Male","Non_Hispanic_White",786404
69,1989,"Male","Non_Hispanic_White",771921
70,1989,"Male","Non_Hispanic_White",699809
71,1989,"Male","Non_Hispanic_White",657607
72,1989,"Male","Non_Hispanic_White",625023
73,1989,"Male","Non_Hispanic_White",573570
74,1989,"Male","Non_Hispanic_White",546167
75,1989,"Male","Non_Hispanic_White",518692
76,1989,"Male","Non_Hispanic_White",474402
77,1989,"Male","Non_Hispanic_White",436102
78,1989,"Male","Non_Hispanic_White",400866
79,1989,"Male","Non_Hispanic_White",356402
80,1989,"Male","Non_Hispanic_White",313216
81,1989,"Male","Non_Hispanic_White",280293
82,1989,"Male","Non_Hispanic_White",249322
83,1989,"Male","Non_Hispanic_White",215877
84,1989,"Male","Non_Hispanic_White",183621
85,1989,"Male","Non_Hispanic_White",130883
86,1989,"Male","Non_Hispanic_White",118295
87,1989,"Male","Non_Hispanic_White",103969
88,1989,"Male","Non_Hispanic_White",88115
89,1989,"Male","Non_Hispanic_White",75425
90,1989,"Male","Non_Hispanic_White",62374
91,1989,"Male","Non_Hispanic_White",50271
92,1989,"Male","Non_Hispanic_White",40226
93,1989,"Male","Non_Hispanic_White",31532
94,1989,"Male","Non_Hispanic_White",22502
95,1989,"Male","Non_Hispanic_White",15405
96,1989,"Male","Non_Hispanic_White",11226
97,1989,"Male","Non_Hispanic_White",7278
98,1989,"Male","Non_Hispanic_White",4760
99,1989,"Male","Non_Hispanic_White",3074
0,1990,"Male","Non_Hispanic_White",1625237
1,1990,"Male","Non_Hispanic_White",1543718
2,1990,"Male","Non_Hispanic_White",1515104
3,1990,"Male","Non_Hispanic_White",1501902
4,1990,"Male","Non_Hispanic_White",1522954
5,1990,"Male","Non_Hispanic_White",1518509
6,1990,"Male","Non_Hispanic_White",1470958
7,1990,"Male","Non_Hispanic_White",1503604
8,1990,"Male","Non_Hispanic_White",1448529
9,1990,"Male","Non_Hispanic_White",1516098
10,1990,"Male","Non_Hispanic_White",1526225
11,1990,"Male","Non_Hispanic_White",1433556
12,1990,"Male","Non_Hispanic_White",1389108
13,1990,"Male","Non_Hispanic_White",1392021
14,1990,"Male","Non_Hispanic_White",1340821
15,1990,"Male","Non_Hispanic_White",1376151
16,1990,"Male","Non_Hispanic_White",1355241
17,1990,"Male","Non_Hispanic_White",1416989
18,1990,"Male","Non_Hispanic_White",1484016
19,1990,"Male","Non_Hispanic_White",1691913
20,1990,"Male","Non_Hispanic_White",1692230
21,1990,"Male","Non_Hispanic_White",1610602
22,1990,"Male","Non_Hispanic_White",1539203
23,1990,"Male","Non_Hispanic_White",1554125
24,1990,"Male","Non_Hispanic_White",1618168
25,1990,"Male","Non_Hispanic_White",1699669
26,1990,"Male","Non_Hispanic_White",1750826
27,1990,"Male","Non_Hispanic_White",1795467
28,1990,"Male","Non_Hispanic_White",1743243
29,1990,"Male","Non_Hispanic_White",1912779
30,1990,"Male","Non_Hispanic_White",1889692
31,1990,"Male","Non_Hispanic_White",1819734
32,1990,"Male","Non_Hispanic_White",1837715
33,1990,"Male","Non_Hispanic_White",1826621
34,1990,"Male","Non_Hispanic_White",1818403
35,1990,"Male","Non_Hispanic_White",1793388
36,1990,"Male","Non_Hispanic_White",1712670
37,1990,"Male","Non_Hispanic_White",1680936
38,1990,"Male","Non_Hispanic_White",1563569
39,1990,"Male","Non_Hispanic_White",1652103
40,1990,"Male","Non_Hispanic_White",1595340
41,1990,"Male","Non_Hispanic_White",1531897
42,1990,"Male","Non_Hispanic_White",1540868
43,1990,"Male","Non_Hispanic_White",1657562
44,1990,"Male","Non_Hispanic_White",1232786
45,1990,"Male","Non_Hispanic_White",1234186
46,1990,"Male","Non_Hispanic_White",1205901
47,1990,"Male","Non_Hispanic_White",1284948
48,1990,"Male","Non_Hispanic_White",1062265
49,1990,"Male","Non_Hispanic_White",1099093
50,1990,"Male","Non_Hispanic_White",1027094
51,1990,"Male","Non_Hispanic_White",978293
52,1990,"Male","Non_Hispanic_White",957545
53,1990,"Male","Non_Hispanic_White",915663
54,1990,"Male","Non_Hispanic_White",921483
55,1990,"Male","Non_Hispanic_White",908198
56,1990,"Male","Non_Hispanic_White",867551
57,1990,"Male","Non_Hispanic_White",872008
58,1990,"Male","Non_Hispanic_White",832775
59,1990,"Male","Non_Hispanic_White",919540
60,1990,"Male","Non_Hispanic_White",899033
61,1990,"Male","Non_Hispanic_White",877735
62,1990,"Male","Non_Hispanic_White",890626
63,1990,"Male","Non_Hispanic_White",878645
64,1990,"Male","Non_Hispanic_White",864756
65,1990,"Male","Non_Hispanic_White",857868
66,1990,"Male","Non_Hispanic_White",832988
67,1990,"Male","Non_Hispanic_White",804067
68,1990,"Male","Non_Hispanic_White",786404
69,1990,"Male","Non_Hispanic_White",771921
70,1990,"Male","Non_Hispanic_White",699809
71,1990,"Male","Non_Hispanic_White",657607
72,1990,"Male","Non_Hispanic_White",625023
73,1990,"Male","Non_Hispanic_White",573570
74,1990,"Male","Non_Hispanic_White",546167
75,1990,"Male","Non_Hispanic_White",518692
76,1990,"Male","Non_Hispanic_White",474402
77,1990,"Male","Non_Hispanic_White",436102
78,1990,"Male","Non_Hispanic_White",400866
79,1990,"Male","Non_Hispanic_White",356402
80,1990,"Male","Non_Hispanic_White",313216
81,1990,"Male","Non_Hispanic_White",280293
82,1990,"Male","Non_Hispanic_White",249322
83,1990,"Male","Non_Hispanic_White",215877
84,1990,"Male","Non_Hispanic_White",183621
85,1990,"Male","Non_Hispanic_White",130883
86,1990,"Male","Non_Hispanic_White",118295
87,1990,"Male","Non_Hispanic_White",103969
88,1990,"Male","Non_Hispanic_White",88115
89,1990,"Male","Non_Hispanic_White",75425
90,1990,"Male","Non_Hispanic_White",62374
91,1990,"Male","Non_Hispanic_White",50271
92,1990,"Male","Non_Hispanic_White",40226
93,1990,"Male","Non_Hispanic_White",31532
94,1990,"Male","Non_Hispanic_White",22502
95,1990,"Male","Non_Hispanic_White",15405
96,1990,"Male","Non_Hispanic_White",11226
97,1990,"Male","Non_Hispanic_White",7278
98,1990,"Male","Non_Hispanic_White",4760
99,1990,"Male","Non_Hispanic_White",3074
0,1991,"Male","Non_Hispanic_White",1626048
1,1991,"Male","Non_Hispanic_White",1610463
2,1991,"Male","Non_Hispanic_White",1542698
3,1991,"Male","Non_Hispanic_White",1514685
4,1991,"Male","Non_Hispanic_White",1519340
5,1991,"Male","Non_Hispanic_White",1522618
6,1991,"Male","Non_Hispanic_White",1518472
7,1991,"Male","Non_Hispanic_White",1474111
8,1991,"Male","Non_Hispanic_White",1455474
9,1991,"Male","Non_Hispanic_White",1547898
10,1991,"Male","Non_Hispanic_White",1528525
11,1991,"Male","Non_Hispanic_White",1510606
12,1991,"Male","Non_Hispanic_White",1433516
13,1991,"Male","Non_Hispanic_White",1411362
14,1991,"Male","Non_Hispanic_White",1407572
15,1991,"Male","Non_Hispanic_White",1361242
16,1991,"Male","Non_Hispanic_White",1398670
17,1991,"Male","Non_Hispanic_White",1391387
18,1991,"Male","Non_Hispanic_White",1393027
19,1991,"Male","Non_Hispanic_White",1556723
20,1991,"Male","Non_Hispanic_White",1677373
21,1991,"Male","Non_Hispanic_White",1648690
22,1991,"Male","Non_Hispanic_White",1570728
23,1991,"Male","Non_Hispanic_White",1522467
24,1991,"Male","Non_Hispanic_White",1585432
25,1991,"Male","Non_Hispanic_White",1606013
26,1991,"Male","Non_Hispanic_White",1691095
27,1991,"Male","Non_Hispanic_White",1777973
28,1991,"Male","Non_Hispanic_White",1726885
29,1991,"Male","Non_Hispanic_White",1913845
30,1991,"Male","Non_Hispanic_White",1897477
31,1991,"Male","Non_Hispanic_White",1860398
32,1991,"Male","Non_Hispanic_White",1842416
33,1991,"Male","Non_Hispanic_White",1843632
34,1991,"Male","Non_Hispanic_White",1903770
35,1991,"Male","Non_Hispanic_White",1812589
36,1991,"Male","Non_Hispanic_White",1764496
37,1991,"Male","Non_Hispanic_White",1728639
38,1991,"Male","Non_Hispanic_White",1600697
39,1991,"Male","Non_Hispanic_White",1728317
40,1991,"Male","Non_Hispanic_White",1606901
41,1991,"Male","Non_Hispanic_White",1555978
42,1991,"Male","Non_Hispanic_White",1532302
43,1991,"Male","Non_Hispanic_White",1517349
44,1991,"Male","Non_Hispanic_White",1733903
45,1991,"Male","Non_Hispanic_White",1203028
46,1991,"Male","Non_Hispanic_White",1200713
47,1991,"Male","Non_Hispanic_White",1207427
48,1991,"Male","Non_Hispanic_White",1237644
49,1991,"Male","Non_Hispanic_White",1152403
50,1991,"Male","Non_Hispanic_White",1074272
51,1991,"Male","Non_Hispanic_White",989923
52,1991,"Male","Non_Hispanic_White",975113
53,1991,"Male","Non_Hispanic_White",962377
54,1991,"Male","Non_Hispanic_White",927143
55,1991,"Male","Non_Hispanic_White",891836
56,1991,"Male","Non_Hispanic_White",926765
57,1991,"Male","Non_Hispanic_White",864791
58,1991,"Male","Non_Hispanic_White",822981
59,1991,"Male","Non_Hispanic_White",872596
60,1991,"Male","Non_Hispanic_White",884509
61,1991,"Male","Non_Hispanic_White",885690
62,1991,"Male","Non_Hispanic_White",864905
63,1991,"Male","Non_Hispanic_White",898965
64,1991,"Male","Non_Hispanic_White",872575
65,1991,"Male","Non_Hispanic_White",833688
66,1991,"Male","Non_Hispanic_White",834523
67,1991,"Male","Non_Hispanic_White",820753
68,1991,"Male","Non_Hispanic_White",762815
69,1991,"Male","Non_Hispanic_White",778785
70,1991,"Male","Non_Hispanic_White",750070
71,1991,"Male","Non_Hispanic_White",676786
72,1991,"Male","Non_Hispanic_White",642161
73,1991,"Male","Non_Hispanic_White",583958
74,1991,"Male","Non_Hispanic_White",554367
75,1991,"Male","Non_Hispanic_White",526906
76,1991,"Male","Non_Hispanic_White",493038
77,1991,"Male","Non_Hispanic_White",446657
78,1991,"Male","Non_Hispanic_White",416344
79,1991,"Male","Non_Hispanic_White",370228
80,1991,"Male","Non_Hispanic_White",322759
81,1991,"Male","Non_Hispanic_White",285782
82,1991,"Male","Non_Hispanic_White",255493
83,1991,"Male","Non_Hispanic_White",226045
84,1991,"Male","Non_Hispanic_White",189576
85,1991,"Male","Non_Hispanic_White",135711
86,1991,"Male","Non_Hispanic_White",122658
87,1991,"Male","Non_Hispanic_White",107804
88,1991,"Male","Non_Hispanic_White",91366
89,1991,"Male","Non_Hispanic_White",78207
90,1991,"Male","Non_Hispanic_White",64674
91,1991,"Male","Non_Hispanic_White",52126
92,1991,"Male","Non_Hispanic_White",41710
93,1991,"Male","Non_Hispanic_White",32695
94,1991,"Male","Non_Hispanic_White",23332
95,1991,"Male","Non_Hispanic_White",15974
96,1991,"Male","Non_Hispanic_White",11640
97,1991,"Male","Non_Hispanic_White",7546
98,1991,"Male","Non_Hispanic_White",4935
99,1991,"Male","Non_Hispanic_White",3187
0,1992,"Male","Non_Hispanic_White",1606809
1,1992,"Male","Non_Hispanic_White",1611459
2,1992,"Male","Non_Hispanic_White",1609670
3,1992,"Male","Non_Hispanic_White",1545287
4,1992,"Male","Non_Hispanic_White",1534061
5,1992,"Male","Non_Hispanic_White",1520908
6,1992,"Male","Non_Hispanic_White",1523515
7,1992,"Male","Non_Hispanic_White",1524153
8,1992,"Male","Non_Hispanic_White",1433819
9,1992,"Male","Non_Hispanic_White",1547479
10,1992,"Male","Non_Hispanic_White",1564083
11,1992,"Male","Non_Hispanic_White",1516712
12,1992,"Male","Non_Hispanic_White",1513927
13,1992,"Male","Non_Hispanic_White",1455763
14,1992,"Male","Non_Hispanic_White",1428304
15,1992,"Male","Non_Hispanic_White",1430588
16,1992,"Male","Non_Hispanic_White",1383793
17,1992,"Male","Non_Hispanic_White",1433507
18,1992,"Male","Non_Hispanic_White",1374076
19,1992,"Male","Non_Hispanic_White",1464071
20,1992,"Male","Non_Hispanic_White",1557937
21,1992,"Male","Non_Hispanic_White",1647483
22,1992,"Male","Non_Hispanic_White",1618876
23,1992,"Male","Non_Hispanic_White",1563276
24,1992,"Male","Non_Hispanic_White",1557209
25,1992,"Male","Non_Hispanic_White",1584893
26,1992,"Male","Non_Hispanic_White",1601416
27,1992,"Male","Non_Hispanic_White",1723033
28,1992,"Male","Non_Hispanic_White",1721173
29,1992,"Male","Non_Hispanic_White",1880869
30,1992,"Male","Non_Hispanic_White",1910102
31,1992,"Male","Non_Hispanic_White",1864854
32,1992,"Male","Non_Hispanic_White",1885656
33,1992,"Male","Non_Hispanic_White",1847309
34,1992,"Male","Non_Hispanic_White",1916594
35,1992,"Male","Non_Hispanic_White",1902648
36,1992,"Male","Non_Hispanic_White",1781667
37,1992,"Male","Non_Hispanic_White",1778463
38,1992,"Male","Non_Hispanic_White",1655353
39,1992,"Male","Non_Hispanic_White",1751700
40,1992,"Male","Non_Hispanic_White",1691393
41,1992,"Male","Non_Hispanic_White",1564044
42,1992,"Male","Non_Hispanic_White",1560271
43,1992,"Male","Non_Hispanic_White",1510266
44,1992,"Male","Non_Hispanic_White",1580978
45,1992,"Male","Non_Hispanic_White",1700339
46,1992,"Male","Non_Hispanic_White",1170207
47,1992,"Male","Non_Hispanic_White",1202976
48,1992,"Male","Non_Hispanic_White",1167613
49,1992,"Male","Non_Hispanic_White",1333386
50,1992,"Male","Non_Hispanic_White",1132073
51,1992,"Male","Non_Hispanic_White",1035827
52,1992,"Male","Non_Hispanic_White",988201
53,1992,"Male","Non_Hispanic_White",978511
54,1992,"Male","Non_Hispanic_White",975924
55,1992,"Male","Non_Hispanic_White",899594
56,1992,"Male","Non_Hispanic_White",905644
57,1992,"Male","Non_Hispanic_White",922990
58,1992,"Male","Non_Hispanic_White",821826
59,1992,"Male","Non_Hispanic_White",856855
60,1992,"Male","Non_Hispanic_White",844170
61,1992,"Male","Non_Hispanic_White",869249
62,1992,"Male","Non_Hispanic_White",874224
63,1992,"Male","Non_Hispanic_White",871501
64,1992,"Male","Non_Hispanic_White",892948
65,1992,"Male","Non_Hispanic_White",841775
66,1992,"Male","Non_Hispanic_White",813127
67,1992,"Male","Non_Hispanic_White",823216
68,1992,"Male","Non_Hispanic_White",780091
69,1992,"Male","Non_Hispanic_White",753382
70,1992,"Male","Non_Hispanic_White",756329
