"age","year","gender","race","N"
27,2005,"Female","Non_Hispanic_White",1480420
28,2005,"Female","Non_Hispanic_White",1450487
29,2005,"Female","Non_Hispanic_White",1400677
30,2005,"Female","Non_Hispanic_White",1466787
31,2005,"Female","Non_Hispanic_White",1415662
32,2005,"Female","Non_Hispanic_White",1473525
33,2005,"Female","Non_Hispanic_White",1555816
34,2005,"Female","Non_Hispanic_White",1665506
35,2005,"Female","Non_Hispanic_White",1701124
36,2005,"Female","Non_Hispanic_White",1621548
37,2005,"Female","Non_Hispanic_White",1588467
38,2005,"Female","Non_Hispanic_White",1611012
39,2005,"Female","Non_Hispanic_White",1653902
40,2005,"Female","Non_Hispanic_White",1774222
41,2005,"Female","Non_Hispanic_White",1826769
42,2005,"Female","Non_Hispanic_White",1831535
43,2005,"Female","Non_Hispanic_White",1851157
44,2005,"Female","Non_Hispanic_White",1874177
45,2005,"Female","Non_Hispanic_White",1889357
46,2005,"Female","Non_Hispanic_White",1839078
47,2005,"Female","Non_Hispanic_White",1852180
48,2005,"Female","Non_Hispanic_White",1838119
49,2005,"Female","Non_Hispanic_White",1773660
50,2005,"Female","Non_Hispanic_White",1775629
51,2005,"Female","Non_Hispanic_White",1727320
52,2005,"Female","Non_Hispanic_White",1677100
53,2005,"Female","Non_Hispanic_White",1628866
54,2005,"Female","Non_Hispanic_White",1595072
55,2005,"Female","Non_Hispanic_White",1575778
56,2005,"Female","Non_Hispanic_White",1543039
57,2005,"Female","Non_Hispanic_White",1542221
58,2005,"Female","Non_Hispanic_White",1645092
59,2005,"Female","Non_Hispanic_White",1212382
60,2005,"Female","Non_Hispanic_White",1203140
61,2005,"Female","Non_Hispanic_White",1209539
62,2005,"Female","Non_Hispanic_White",1261544
63,2005,"Female","Non_Hispanic_White",1111983
64,2005,"Female","Non_Hispanic_White",1026219
65,2005,"Female","Non_Hispanic_White",995973
66,2005,"Female","Non_Hispanic_White",952939
67,2005,"Female","Non_Hispanic_White",936739
68,2005,"Female","Non_Hispanic_White",884229
69,2005,"Female","Non_Hispanic_White",868422
70,2005,"Female","Non_Hispanic_White",866023
71,2005,"Female","Non_Hispanic_White",799315
72,2005,"Female","Non_Hispanic_White",801269
73,2005,"Female","Non_Hispanic_White",799202
74,2005,"Female","Non_Hispanic_White",795290
75,2005,"Female","Non_Hispanic_White",799306
76,2005,"Female","Non_Hispanic_White",762724
77,2005,"Female","Non_Hispanic_White",759283
78,2005,"Female","Non_Hispanic_White",738917
79,2005,"Female","Non_Hispanic_White",709448
80,2005,"Female","Non_Hispanic_White",696853
81,2005,"Female","Non_Hispanic_White",663310
82,2005,"Female","Non_Hispanic_White",611593
83,2005,"Female","Non_Hispanic_White",583023
84,2005,"Female","Non_Hispanic_White",537736
85,2005,"Female","Non_Hispanic_White",401838
86,2005,"Female","Non_Hispanic_White",381666
87,2005,"Female","Non_Hispanic_White",351377
88,2005,"Female","Non_Hispanic_White",314215
89,2005,"Female","Non_Hispanic_White",286300
90,2005,"Female","Non_Hispanic_White",250927
91,2005,"Female","Non_Hispanic_White",211644
92,2005,"Female","Non_Hispanic_White",180391
93,2005,"Female","Non_Hispanic_White",147844
94,2005,"Female","Non_Hispanic_White",114577
95,2005,"Female","Non_Hispanic_White",84038
96,2005,"Female","Non_Hispanic_White",66098
97,2005,"Female","Non_Hispanic_White",46353
98,2005,"Female","Non_Hispanic_White",33669
99,2005,"Female","Non_Hispanic_White",23590
0,2006,"Female","Non_Hispanic_White",1510956
1,2006,"Female","Non_Hispanic_White",1487318
2,2006,"Female","Non_Hispanic_White",1502634
3,2006,"Female","Non_Hispanic_White",1496984
4,2006,"Female","Non_Hispanic_White",1495947
5,2006,"Female","Non_Hispanic_White",1522679
6,2006,"Female","Non_Hispanic_White",1460758
7,2006,"Female","Non_Hispanic_White",1445396
8,2006,"Female","Non_Hispanic_White",1443420
9,2006,"Female","Non_Hispanic_White",1464211
10,2006,"Female","Non_Hispanic_White",1543610
11,2006,"Female","Non_Hispanic_White",1549945
12,2006,"Female","Non_Hispanic_White",1564938
13,2006,"Female","Non_Hispanic_White",1587014
14,2006,"Female","Non_Hispanic_White",1609142
15,2006,"Female","Non_Hispanic_White",1642872
16,2006,"Female","Non_Hispanic_White",1673182
17,2006,"Female","Non_Hispanic_White",1610030
18,2006,"Female","Non_Hispanic_White",1603712
19,2006,"Female","Non_Hispanic_White",1596848
20,2006,"Female","Non_Hispanic_White",1591789
21,2006,"Female","Non_Hispanic_White",1598119
22,2006,"Female","Non_Hispanic_White",1554108
23,2006,"Female","Non_Hispanic_White",1575252
24,2006,"Female","Non_Hispanic_White",1591663
25,2006,"Female","Non_Hispanic_White",1626094
26,2006,"Female","Non_Hispanic_White",1601969
27,2006,"Female","Non_Hispanic_White",1525993
28,2006,"Female","Non_Hispanic_White",1475590
29,2006,"Female","Non_Hispanic_White",1439674
30,2006,"Female","Non_Hispanic_White",1427438
31,2006,"Female","Non_Hispanic_White",1456764
32,2006,"Female","Non_Hispanic_White",1441825
33,2006,"Female","Non_Hispanic_White",1477639
34,2006,"Female","Non_Hispanic_White",1559775
35,2006,"Female","Non_Hispanic_White",1674444
36,2006,"Female","Non_Hispanic_White",1703920
37,2006,"Female","Non_Hispanic_White",1619794
38,2006,"Female","Non_Hispanic_White",1592454
39,2006,"Female","Non_Hispanic_White",1613778
40,2006,"Female","Non_Hispanic_White",1653163
41,2006,"Female","Non_Hispanic_White",1778594
42,2006,"Female","Non_Hispanic_White",1824342
43,2006,"Female","Non_Hispanic_White",1833420
44,2006,"Female","Non_Hispanic_White",1841199
45,2006,"Female","Non_Hispanic_White",1869879
46,2006,"Female","Non_Hispanic_White",1891560
47,2006,"Female","Non_Hispanic_White",1841697
48,2006,"Female","Non_Hispanic_White",1847911
49,2006,"Female","Non_Hispanic_White",1840691
50,2006,"Female","Non_Hispanic_White",1765274
51,2006,"Female","Non_Hispanic_White",1783055
52,2006,"Female","Non_Hispanic_White",1719563
53,2006,"Female","Non_Hispanic_White",1679214
54,2006,"Female","Non_Hispanic_White",1632221
55,2006,"Female","Non_Hispanic_White",1585066
56,2006,"Female","Non_Hispanic_White",1579438
57,2006,"Female","Non_Hispanic_White",1536104
58,2006,"Female","Non_Hispanic_White",1539162
59,2006,"Female","Non_Hispanic_White",1635670
60,2006,"Female","Non_Hispanic_White",1198007
61,2006,"Female","Non_Hispanic_White",1208621
62,2006,"Female","Non_Hispanic_White",1203641
63,2006,"Female","Non_Hispanic_White",1255651
64,2006,"Female","Non_Hispanic_White",1099528
65,2006,"Female","Non_Hispanic_White",1021053
66,2006,"Female","Non_Hispanic_White",986174
67,2006,"Female","Non_Hispanic_White",944810
68,2006,"Female","Non_Hispanic_White",926161
69,2006,"Female","Non_Hispanic_White",872770
70,2006,"Female","Non_Hispanic_White",850745
71,2006,"Female","Non_Hispanic_White",856586
72,2006,"Female","Non_Hispanic_White",782895
73,2006,"Female","Non_Hispanic_White",785370
74,2006,"Female","Non_Hispanic_White",778482
75,2006,"Female","Non_Hispanic_White",769800
76,2006,"Female","Non_Hispanic_White",782031
77,2006,"Female","Non_Hispanic_White",737414
78,2006,"Female","Non_Hispanic_White",734237
79,2006,"Female","Non_Hispanic_White",710681
80,2006,"Female","Non_Hispanic_White",675358
81,2006,"Female","Non_Hispanic_White",667855
82,2006,"Female","Non_Hispanic_White",626997
83,2006,"Female","Non_Hispanic_White",576442
84,2006,"Female","Non_Hispanic_White",542214
85,2006,"Female","Non_Hispanic_White",413647
86,2006,"Female","Non_Hispanic_White",392882
87,2006,"Female","Non_Hispanic_White",361703
88,2006,"Female","Non_Hispanic_White",323449
89,2006,"Female","Non_Hispanic_White",294714
90,2006,"Female","Non_Hispanic_White",258301
91,2006,"Female","Non_Hispanic_White",217864
92,2006,"Female","Non_Hispanic_White",185692
93,2006,"Female","Non_Hispanic_White",152188
94,2006,"Female","Non_Hispanic_White",117944
95,2006,"Female","Non_Hispanic_White",86508
96,2006,"Female","Non_Hispanic_White",68041
97,2006,"Female","Non_Hispanic_White",47715
98,2006,"Female","Non_Hispanic_White",34658
99,2006,"Female","Non_Hispanic_White",24283
0,2007,"Female","Non_Hispanic_White",1539116
1,2007,"Female","Non_Hispanic_White",1493565
2,2007,"Female","Non_Hispanic_White",1483496
3,2007,"Female","Non_Hispanic_White",1505757
4,2007,"Female","Non_Hispanic_White",1503398
5,2007,"Female","Non_Hispanic_White",1501273
6,2007,"Female","Non_Hispanic_White",1516585
7,2007,"Female","Non_Hispanic_White",1464945
8,2007,"Female","Non_Hispanic_White",1447228
9,2007,"Female","Non_Hispanic_White",1456112
10,2007,"Female","Non_Hispanic_White",1524368
11,2007,"Female","Non_Hispanic_White",1538731
12,2007,"Female","Non_Hispanic_White",1565451
13,2007,"Female","Non_Hispanic_White",1565612
14,2007,"Female","Non_Hispanic_White",1581685
15,2007,"Female","Non_Hispanic_White",1622982
16,2007,"Female","Non_Hispanic_White",1652421
17,2007,"Female","Non_Hispanic_White",1671754
18,2007,"Female","Non_Hispanic_White",1628726
19,2007,"Female","Non_Hispanic_White",1614580
20,2007,"Female","Non_Hispanic_White",1586666
21,2007,"Female","Non_Hispanic_White",1594439
22,2007,"Female","Non_Hispanic_White",1592281
23,2007,"Female","Non_Hispanic_White",1556110
24,2007,"Female","Non_Hispanic_White",1582554
25,2007,"Female","Non_Hispanic_White",1608581
26,2007,"Female","Non_Hispanic_White",1618249
27,2007,"Female","Non_Hispanic_White",1615588
28,2007,"Female","Non_Hispanic_White",1518004
29,2007,"Female","Non_Hispanic_White",1461313
30,2007,"Female","Non_Hispanic_White",1470442
31,2007,"Female","Non_Hispanic_White",1414885
32,2007,"Female","Non_Hispanic_White",1487112
33,2007,"Female","Non_Hispanic_White",1445236
34,2007,"Female","Non_Hispanic_White",1481209
35,2007,"Female","Non_Hispanic_White",1569159
36,2007,"Female","Non_Hispanic_White",1676646
37,2007,"Female","Non_Hispanic_White",1700658
38,2007,"Female","Non_Hispanic_White",1623640
39,2007,"Female","Non_Hispanic_White",1594950
40,2007,"Female","Non_Hispanic_White",1612426
41,2007,"Female","Non_Hispanic_White",1657656
42,2007,"Female","Non_Hispanic_White",1775990
43,2007,"Female","Non_Hispanic_White",1826588
44,2007,"Female","Non_Hispanic_White",1821803
45,2007,"Female","Non_Hispanic_White",1836723
46,2007,"Female","Non_Hispanic_White",1872747
47,2007,"Female","Non_Hispanic_White",1895280
48,2007,"Female","Non_Hispanic_White",1836855
49,2007,"Female","Non_Hispanic_White",1851302
50,2007,"Female","Non_Hispanic_White",1831035
51,2007,"Female","Non_Hispanic_White",1774409
52,2007,"Female","Non_Hispanic_White",1774188
53,2007,"Female","Non_Hispanic_White",1722474
54,2007,"Female","Non_Hispanic_White",1683699
55,2007,"Female","Non_Hispanic_White",1620688
56,2007,"Female","Non_Hispanic_White",1589899
57,2007,"Female","Non_Hispanic_White",1571668
58,2007,"Female","Non_Hispanic_White",1533387
59,2007,"Female","Non_Hispanic_White",1529856
60,2007,"Female","Non_Hispanic_White",1614494
61,2007,"Female","Non_Hispanic_White",1205397
62,2007,"Female","Non_Hispanic_White",1203121
63,2007,"Female","Non_Hispanic_White",1198596
64,2007,"Female","Non_Hispanic_White",1240808
65,2007,"Female","Non_Hispanic_White",1094533
66,2007,"Female","Non_Hispanic_White",1010608
67,2007,"Female","Non_Hispanic_White",978291
68,2007,"Female","Non_Hispanic_White",934026
69,2007,"Female","Non_Hispanic_White",914074
70,2007,"Female","Non_Hispanic_White",854257
71,2007,"Female","Non_Hispanic_White",842330
72,2007,"Female","Non_Hispanic_White",838922
73,2007,"Female","Non_Hispanic_White",767421
74,2007,"Female","Non_Hispanic_White",764775
75,2007,"Female","Non_Hispanic_White",752845
76,2007,"Female","Non_Hispanic_White",754187
77,2007,"Female","Non_Hispanic_White",756152
78,2007,"Female","Non_Hispanic_White",713438
79,2007,"Female","Non_Hispanic_White",706437
80,2007,"Female","Non_Hispanic_White",676331
81,2007,"Female","Non_Hispanic_White",648133
82,2007,"Female","Non_Hispanic_White",631554
83,2007,"Female","Non_Hispanic_White",591724
84,2007,"Female","Non_Hispanic_White",536346
85,2007,"Female","Non_Hispanic_White",425198
86,2007,"Female","Non_Hispanic_White",403854
87,2007,"Female","Non_Hispanic_White",371804
88,2007,"Female","Non_Hispanic_White",332482
89,2007,"Female","Non_Hispanic_White",302944
90,2007,"Female","Non_Hispanic_White",265514
91,2007,"Female","Non_Hispanic_White",223948
92,2007,"Female","Non_Hispanic_White",190878
93,2007,"Female","Non_Hispanic_White",156438
94,2007,"Female","Non_Hispanic_White",121238
95,2007,"Female","Non_Hispanic_White",88924
96,2007,"Female","Non_Hispanic_White",69941
97,2007,"Female","Non_Hispanic_White",49047
98,2007,"Female","Non_Hispanic_White",35626
99,2007,"Female","Non_Hispanic_White",24961
0,2008,"Female","Non_Hispanic_White",1526333
1,2008,"Female","Non_Hispanic_White",1518866
2,2008,"Female","Non_Hispanic_White",1489539
3,2008,"Female","Non_Hispanic_White",1487637
4,2008,"Female","Non_Hispanic_White",1513622
5,2008,"Female","Non_Hispanic_White",1509801
6,2008,"Female","Non_Hispanic_White",1494578
7,2008,"Female","Non_Hispanic_White",1521549
8,2008,"Female","Non_Hispanic_White",1467149
9,2008,"Female","Non_Hispanic_White",1461865
10,2008,"Female","Non_Hispanic_White",1524355
11,2008,"Female","Non_Hispanic_White",1517968
12,2008,"Female","Non_Hispanic_White",1555473
13,2008,"Female","Non_Hispanic_White",1565175
14,2008,"Female","Non_Hispanic_White",1558825
15,2008,"Female","Non_Hispanic_White",1596469
16,2008,"Female","Non_Hispanic_White",1632882
17,2008,"Female","Non_Hispanic_White",1649714
18,2008,"Female","Non_Hispanic_White",1692332
19,2008,"Female","Non_Hispanic_White",1639158
20,2008,"Female","Non_Hispanic_White",1601123
21,2008,"Female","Non_Hispanic_White",1588341
22,2008,"Female","Non_Hispanic_White",1586645
23,2008,"Female","Non_Hispanic_White",1593183
24,2008,"Female","Non_Hispanic_White",1563437
25,2008,"Female","Non_Hispanic_White",1600706
26,2008,"Female","Non_Hispanic_White",1598683
27,2008,"Female","Non_Hispanic_White",1632932
28,2008,"Female","Non_Hispanic_White",1604856
29,2008,"Female","Non_Hispanic_White",1500403
30,2008,"Female","Non_Hispanic_White",1496611
31,2008,"Female","Non_Hispanic_White",1454919
32,2008,"Female","Non_Hispanic_White",1448436
33,2008,"Female","Non_Hispanic_White",1490264
34,2008,"Female","Non_Hispanic_White",1448598
35,2008,"Female","Non_Hispanic_White",1491202
36,2008,"Female","Non_Hispanic_White",1571267
37,2008,"Female","Non_Hispanic_White",1672680
38,2008,"Female","Non_Hispanic_White",1704846
39,2008,"Female","Non_Hispanic_White",1626228
40,2008,"Female","Non_Hispanic_White",1593448
41,2008,"Female","Non_Hispanic_White",1617157
42,2008,"Female","Non_Hispanic_White",1654891
43,2008,"Female","Non_Hispanic_White",1778496
44,2008,"Female","Non_Hispanic_White",1813540
45,2008,"Female","Non_Hispanic_White",1817123
46,2008,"Female","Non_Hispanic_White",1840314
47,2008,"Female","Non_Hispanic_White",1877342
48,2008,"Female","Non_Hispanic_White",1889953
49,2008,"Female","Non_Hispanic_White",1841114
50,2008,"Female","Non_Hispanic_White",1840666
51,2008,"Female","Non_Hispanic_White",1842382
52,2008,"Female","Non_Hispanic_White",1764622
53,2008,"Female","Non_Hispanic_White",1778204
54,2008,"Female","Non_Hispanic_White",1728444
55,2008,"Female","Non_Hispanic_White",1670582
56,2008,"Female","Non_Hispanic_White",1626915
57,2008,"Female","Non_Hispanic_White",1581606
58,2008,"Female","Non_Hispanic_White",1569434
59,2008,"Female","Non_Hispanic_White",1523656
60,2008,"Female","Non_Hispanic_White",1508183
61,2008,"Female","Non_Hispanic_White",1628267
62,2008,"Female","Non_Hispanic_White",1200184
63,2008,"Female","Non_Hispanic_White",1198428
64,2008,"Female","Non_Hispanic_White",1183340
65,2008,"Female","Non_Hispanic_White",1236416
66,2008,"Female","Non_Hispanic_White",1083519
67,2008,"Female","Non_Hispanic_White",1002938
68,2008,"Female","Non_Hispanic_White",967440
69,2008,"Female","Non_Hispanic_White",922089
70,2008,"Female","Non_Hispanic_White",893981
71,2008,"Female","Non_Hispanic_White",846781
72,2008,"Female","Non_Hispanic_White",824686
73,2008,"Female","Non_Hispanic_White",822833
74,2008,"Female","Non_Hispanic_White",746873
75,2008,"Female","Non_Hispanic_White",738941
76,2008,"Female","Non_Hispanic_White",738690
77,2008,"Female","Non_Hispanic_White",729107
78,2008,"Female","Non_Hispanic_White",732252
79,2008,"Female","Non_Hispanic_White",686704
80,2008,"Female","Non_Hispanic_White",671938
81,2008,"Female","Non_Hispanic_White",650255
82,2008,"Female","Non_Hispanic_White",612887
83,2008,"Female","Non_Hispanic_White",596709
84,2008,"Female","Non_Hispanic_White",550788
85,2008,"Female","Non_Hispanic_White",434927
86,2008,"Female","Non_Hispanic_White",413094
87,2008,"Female","Non_Hispanic_White",380311
88,2008,"Female","Non_Hispanic_White",340089
89,2008,"Female","Non_Hispanic_White",309876
90,2008,"Female","Non_Hispanic_White",271589
91,2008,"Female","Non_Hispanic_White",229072
92,2008,"Female","Non_Hispanic_White",195245
93,2008,"Female","Non_Hispanic_White",160018
94,2008,"Female","Non_Hispanic_White",124012
95,2008,"Female","Non_Hispanic_White",90959
96,2008,"Female","Non_Hispanic_White",71541
97,2008,"Female","Non_Hispanic_White",50169
98,2008,"Female","Non_Hispanic_White",36441
99,2008,"Female","Non_Hispanic_White",25532
0,2009,"Female","Non_Hispanic_White",1472855
1,2009,"Female","Non_Hispanic_White",1503667
2,2009,"Female","Non_Hispanic_White",1514323
3,2009,"Female","Non_Hispanic_White",1494443
4,2009,"Female","Non_Hispanic_White",1496688
5,2009,"Female","Non_Hispanic_White",1520831
6,2009,"Female","Non_Hispanic_White",1502139
7,2009,"Female","Non_Hispanic_White",1500074
8,2009,"Female","Non_Hispanic_White",1523850
9,2009,"Female","Non_Hispanic_White",1483902
10,2009,"Female","Non_Hispanic_White",1538724
11,2009,"Female","Non_Hispanic_White",1516062
12,2009,"Female","Non_Hispanic_White",1535474
13,2009,"Female","Non_Hispanic_White",1553965
14,2009,"Female","Non_Hispanic_White",1556456
15,2009,"Female","Non_Hispanic_White",1574334
16,2009,"Female","Non_Hispanic_White",1606316
17,2009,"Female","Non_Hispanic_White",1628633
18,2009,"Female","Non_Hispanic_White",1670482
19,2009,"Female","Non_Hispanic_White",1701202
20,2009,"Female","Non_Hispanic_White",1621908
21,2009,"Female","Non_Hispanic_White",1601216
22,2009,"Female","Non_Hispanic_White",1577853
23,2009,"Female","Non_Hispanic_White",1586218
24,2009,"Female","Non_Hispanic_White",1599979
25,2009,"Female","Non_Hispanic_White",1582409
26,2009,"Female","Non_Hispanic_White",1588562
27,2009,"Female","Non_Hispanic_White",1614159
28,2009,"Female","Non_Hispanic_White",1619529
29,2009,"Female","Non_Hispanic_White",1582992
30,2009,"Female","Non_Hispanic_White",1540266
31,2009,"Female","Non_Hispanic_White",1477885
32,2009,"Female","Non_Hispanic_White",1492822
33,2009,"Female","Non_Hispanic_White",1450927
34,2009,"Female","Non_Hispanic_White",1493278
35,2009,"Female","Non_Hispanic_White",1458904
36,2009,"Female","Non_Hispanic_White",1492744
37,2009,"Female","Non_Hispanic_White",1566812
38,2009,"Female","Non_Hispanic_White",1677121
39,2009,"Female","Non_Hispanic_White",1707235
40,2009,"Female","Non_Hispanic_White",1624049
41,2009,"Female","Non_Hispanic_White",1598253
42,2009,"Female","Non_Hispanic_White",1613881
43,2009,"Female","Non_Hispanic_White",1657485
44,2009,"Female","Non_Hispanic_White",1764104
45,2009,"Female","Non_Hispanic_White",1808526
46,2009,"Female","Non_Hispanic_White",1821314
47,2009,"Female","Non_Hispanic_White",1845662
48,2009,"Female","Non_Hispanic_White",1871563
49,2009,"Female","Non_Hispanic_White",1895196
50,2009,"Female","Non_Hispanic_White",1829368
51,2009,"Female","Non_Hispanic_White",1853856
52,2009,"Female","Non_Hispanic_White",1831412
53,2009,"Female","Non_Hispanic_White",1769560
54,2009,"Female","Non_Hispanic_White",1785494
55,2009,"Female","Non_Hispanic_White",1713581
56,2009,"Female","Non_Hispanic_White",1678311
57,2009,"Female","Non_Hispanic_White",1617817
58,2009,"Female","Non_Hispanic_White",1579755
59,2009,"Female","Non_Hispanic_White",1559035
60,2009,"Female","Non_Hispanic_White",1499986
61,2009,"Female","Non_Hispanic_White",1523509
62,2009,"Female","Non_Hispanic_White",1622266
63,2009,"Female","Non_Hispanic_White",1195977
64,2009,"Female","Non_Hispanic_White",1182237
65,2009,"Female","Non_Hispanic_White",1179650
66,2009,"Female","Non_Hispanic_White",1224362
67,2009,"Female","Non_Hispanic_White",1076004
68,2009,"Female","Non_Hispanic_White",992182
69,2009,"Female","Non_Hispanic_White",955387
70,2009,"Female","Non_Hispanic_White",901030
71,2009,"Female","Non_Hispanic_White",887339
72,2009,"Female","Non_Hispanic_White",828957
73,2009,"Female","Non_Hispanic_White",809187
74,2009,"Female","Non_Hispanic_White",800872
75,2009,"Female","Non_Hispanic_White",721047
76,2009,"Female","Non_Hispanic_White",726322
77,2009,"Female","Non_Hispanic_White",714196
78,2009,"Female","Non_Hispanic_White",706544
79,2009,"Female","Non_Hispanic_White",705438
80,2009,"Female","Non_Hispanic_White",652860
81,2009,"Female","Non_Hispanic_White",647297
82,2009,"Female","Non_Hispanic_White",615363
83,2009,"Female","Non_Hispanic_White",579744
84,2009,"Female","Non_Hispanic_White",555902
85,2009,"Female","Non_Hispanic_White",446124
86,2009,"Female","Non_Hispanic_White",423729
87,2009,"Female","Non_Hispanic_White",390102
88,2009,"Female","Non_Hispanic_White",348845
89,2009,"Female","Non_Hispanic_White",317853
90,2009,"Female","Non_Hispanic_White",278581
91,2009,"Female","Non_Hispanic_White",234970
92,2009,"Female","Non_Hispanic_White",200271
93,2009,"Female","Non_Hispanic_White",164137
94,2009,"Female","Non_Hispanic_White",127205
95,2009,"Female","Non_Hispanic_White",93300
96,2009,"Female","Non_Hispanic_White",73383
97,2009,"Female","Non_Hispanic_White",51461
98,2009,"Female","Non_Hispanic_White",37380
99,2009,"Female","Non_Hispanic_White",26189
0,2010,"Female","Non_Hispanic_White",1452814
1,2010,"Female","Non_Hispanic_White",1456215
2,2010,"Female","Non_Hispanic_White",1503214
3,2010,"Female","Non_Hispanic_White",1515516
4,2010,"Female","Non_Hispanic_White",1507372
5,2010,"Female","Non_Hispanic_White",1506340
6,2010,"Female","Non_Hispanic_White",1515770
7,2010,"Female","Non_Hispanic_White",1506799
8,2010,"Female","Non_Hispanic_White",1499734
9,2010,"Female","Non_Hispanic_White",1533891
10,2010,"Female","Non_Hispanic_White",1553669
11,2010,"Female","Non_Hispanic_White",1534108
12,2010,"Female","Non_Hispanic_White",1530957
13,2010,"Female","Non_Hispanic_White",1536471
14,2010,"Female","Non_Hispanic_White",1544037
15,2010,"Female","Non_Hispanic_White",1567176
16,2010,"Female","Non_Hispanic_White",1587609
17,2010,"Female","Non_Hispanic_White",1603249
18,2010,"Female","Non_Hispanic_White",1648783
19,2010,"Female","Non_Hispanic_White",1684213
20,2010,"Female","Non_Hispanic_White",1685540
21,2010,"Female","Non_Hispanic_White",1619539
22,2010,"Female","Non_Hispanic_White",1596391
23,2010,"Female","Non_Hispanic_White",1576713
24,2010,"Female","Non_Hispanic_White",1592889
25,2010,"Female","Non_Hispanic_White",1614866
26,2010,"Female","Non_Hispanic_White",1570986
27,2010,"Female","Non_Hispanic_White",1602173
28,2010,"Female","Non_Hispanic_White",1608077
29,2010,"Female","Non_Hispanic_White",1597615
30,2010,"Female","Non_Hispanic_White",1619094
31,2010,"Female","Non_Hispanic_White",1527801
32,2010,"Female","Non_Hispanic_White",1507356
33,2010,"Female","Non_Hispanic_White",1496852
34,2010,"Female","Non_Hispanic_White",1453309
35,2010,"Female","Non_Hispanic_White",1500812
36,2010,"Female","Non_Hispanic_White",1461515
37,2010,"Female","Non_Hispanic_White",1489470
38,2010,"Female","Non_Hispanic_White",1569188
39,2010,"Female","Non_Hispanic_White",1679816
40,2010,"Female","Non_Hispanic_White",1703764
41,2010,"Female","Non_Hispanic_White",1628252
42,2010,"Female","Non_Hispanic_White",1594613
43,2010,"Female","Non_Hispanic_White",1616457
44,2010,"Female","Non_Hispanic_White",1645251
45,2010,"Female","Non_Hispanic_White",1759156
46,2010,"Female","Non_Hispanic_White",1812221
47,2010,"Female","Non_Hispanic_White",1824195
48,2010,"Female","Non_Hispanic_White",1839758
49,2010,"Female","Non_Hispanic_White",1876674
50,2010,"Female","Non_Hispanic_White",1882608
51,2010,"Female","Non_Hispanic_White",1839791
52,2010,"Female","Non_Hispanic_White",1843698
53,2010,"Female","Non_Hispanic_White",1833794
54,2010,"Female","Non_Hispanic_White",1775183
55,2010,"Female","Non_Hispanic_White",1770755
56,2010,"Female","Non_Hispanic_White",1719373
57,2010,"Female","Non_Hispanic_White",1668895
58,2010,"Female","Non_Hispanic_White",1613961
59,2010,"Female","Non_Hispanic_White",1570547
60,2010,"Female","Non_Hispanic_White",1534172
61,2010,"Female","Non_Hispanic_White",1512731
62,2010,"Female","Non_Hispanic_White",1516410
63,2010,"Female","Non_Hispanic_White",1614433
64,2010,"Female","Non_Hispanic_White",1182030
65,2010,"Female","Non_Hispanic_White",1176459
66,2010,"Female","Non_Hispanic_White",1167390
67,2010,"Female","Non_Hispanic_White",1215715
68,2010,"Female","Non_Hispanic_White",1063203
69,2010,"Female","Non_Hispanic_White",981233
70,2010,"Female","Non_Hispanic_White",934015
71,2010,"Female","Non_Hispanic_White",892593
72,2010,"Female","Non_Hispanic_White",868869
73,2010,"Female","Non_Hispanic_White",813215
74,2010,"Female","Non_Hispanic_White",789087
75,2010,"Female","Non_Hispanic_White",774390
76,2010,"Female","Non_Hispanic_White",708245
77,2010,"Female","Non_Hispanic_White",702501
78,2010,"Female","Non_Hispanic_White",692439
79,2010,"Female","Non_Hispanic_White",680851
80,2010,"Female","Non_Hispanic_White",671910
81,2010,"Female","Non_Hispanic_White",628203
82,2010,"Female","Non_Hispanic_White",612972
83,2010,"Female","Non_Hispanic_White",582193
84,2010,"Female","Non_Hispanic_White",541321
85,2010,"Female","Non_Hispanic_White",457258
86,2010,"Female","Non_Hispanic_White",434304
87,2010,"Female","Non_Hispanic_White",399838
88,2010,"Female","Non_Hispanic_White",357551
89,2010,"Female","Non_Hispanic_White",325786
90,2010,"Female","Non_Hispanic_White",285534
91,2010,"Female","Non_Hispanic_White",240834
92,2010,"Female","Non_Hispanic_White",205270
93,2010,"Female","Non_Hispanic_White",168234
94,2010,"Female","Non_Hispanic_White",130379
95,2010,"Female","Non_Hispanic_White",95629
96,2010,"Female","Non_Hispanic_White",75214
97,2010,"Female","Non_Hispanic_White",52745
98,2010,"Female","Non_Hispanic_White",38313
99,2010,"Female","Non_Hispanic_White",26843
0,2011,"Female","Non_Hispanic_White",1446530
1,2011,"Female","Non_Hispanic_White",1455956
2,2011,"Female","Non_Hispanic_White",1458995
3,2011,"Female","Non_Hispanic_White",1505815
4,2011,"Female","Non_Hispanic_White",1518125
5,2011,"Female","Non_Hispanic_White",1510023
6,2011,"Female","Non_Hispanic_White",1508978
7,2011,"Female","Non_Hispanic_White",1518387
8,2011,"Female","Non_Hispanic_White",1509526
9,2011,"Female","Non_Hispanic_White",1502562
10,2011,"Female","Non_Hispanic_White",1536782
11,2011,"Female","Non_Hispanic_White",1556455
12,2011,"Female","Non_Hispanic_White",1537040
13,2011,"Female","Non_Hispanic_White",1533818
14,2011,"Female","Non_Hispanic_White",1539264
15,2011,"Female","Non_Hispanic_White",1547392
16,2011,"Female","Non_Hispanic_White",1571105
17,2011,"Female","Non_Hispanic_White",1592399
