"Year","Age","Gender","Race","Prev_Normal","Prev_Under","Prev_Over","Prev_Obese"
2018,70,"Male","Non_Hispanic_White",0.236194066287489,0.0219610881431534,0.340615351943106,0.401229493626251
2019,70,"Male","Non_Hispanic_White",0.237209375168074,0.020811894749926,0.342673176441248,0.399305553640752
1975,71,"Male","Non_Hispanic_White",0.456555056484157,0.0431889246367891,0.390029666546381,0.110226352332673
1976,71,"Male","Non_Hispanic_White",0.459625594574272,0.0438729179669571,0.382602037854419,0.113899449604352
1977,71,"Male","Non_Hispanic_White",0.462696132664387,0.0445569112971251,0.375174409162457,0.117572546876031
1978,71,"Male","Non_Hispanic_White",0.465766670754501,0.045240904627293,0.367746780470495,0.121245644147711
1979,71,"Male","Non_Hispanic_White",0.456644124598126,0.0434828871934995,0.372091252387706,0.127781735820669
1980,71,"Male","Non_Hispanic_White",0.447521578441751,0.041724869759706,0.376435724304917,0.134317827493627
1981,71,"Male","Non_Hispanic_White",0.438399032285376,0.0399668523259127,0.380780196222127,0.140853919166585
1982,71,"Male","Non_Hispanic_White",0.429276486129,0.0382088348921192,0.385124668139337,0.147390010839543
1983,71,"Male","Non_Hispanic_White",0.420153939972625,0.0364508174583259,0.389469140056548,0.153926102512501
1984,71,"Male","Non_Hispanic_White",0.41103139381625,0.0346928000245324,0.393813611973759,0.160462194185459
1985,71,"Male","Non_Hispanic_White",0.401908847659874,0.032934782590739,0.398158083890969,0.166998285858417
1986,71,"Male","Non_Hispanic_White",0.392786301503499,0.0311767651569455,0.40250255580818,0.173534377531375
1987,71,"Male","Non_Hispanic_White",0.383663755347124,0.0294187477231521,0.406847027725391,0.180070469204333
1988,71,"Male","Non_Hispanic_White",0.374541209190749,0.0276607302893586,0.411191499642601,0.186606560877291
1989,71,"Male","Non_Hispanic_White",0.365418663034373,0.0259027128555653,0.415535971559812,0.193142652550249
1990,71,"Male","Non_Hispanic_White",0.356296116877998,0.0241446954217719,0.419880443477022,0.199678744223208
1991,71,"Male","Non_Hispanic_White",0.347173570721623,0.0223866779879784,0.424224915394233,0.206214835896166
1992,71,"Male","Non_Hispanic_White",0.341032702996094,0.0227802205781499,0.4161538016869,0.220033274738856
1993,71,"Male","Non_Hispanic_White",0.334891835270565,0.0231737631683214,0.408082687979567,0.233851713581547
1994,71,"Male","Non_Hispanic_White",0.328750967545036,0.0235673057584929,0.400011574272234,0.247670152424237
1995,71,"Male","Non_Hispanic_White",0.322610099819507,0.0239608483486644,0.391940460564901,0.261488591266928
1996,71,"Male","Non_Hispanic_White",0.316469232093978,0.024354390938836,0.383869346857568,0.275307030109618
1997,71,"Male","Non_Hispanic_White",0.310328364368449,0.0247479335290074,0.375798233150235,0.289125468952309
1998,71,"Male","Non_Hispanic_White",0.30418749664292,0.0251414761191789,0.367727119442902,0.302943907794999
1999,71,"Male","Non_Hispanic_White",0.298046628917391,0.0255350187093504,0.359656005735569,0.31676234663769
2000,71,"Male","Non_Hispanic_White",0.291905761191862,0.0259285612995219,0.351584892028236,0.33058078548038
2001,71,"Male","Non_Hispanic_White",0.284938644178717,0.0262404109199782,0.35008483232081,0.338736112580495
2002,71,"Male","Non_Hispanic_White",0.277971527165572,0.0265522605404345,0.348584772613383,0.34689143968061
2003,71,"Male","Non_Hispanic_White",0.271004410152428,0.0268641101608907,0.347084712905956,0.355046766780725
2004,71,"Male","Non_Hispanic_White",0.264037293139283,0.027175959781347,0.345584653198529,0.36320209388084
2005,71,"Male","Non_Hispanic_White",0.257070176126139,0.0274878094018033,0.344084593491103,0.371357420980955
2006,71,"Male","Non_Hispanic_White",0.250103059112994,0.0277996590222595,0.342584533783676,0.379512748081071
2007,71,"Male","Non_Hispanic_White",0.24313594209985,0.0281115086427158,0.341084474076249,0.387668075181185
2008,71,"Male","Non_Hispanic_White",0.236168825086705,0.028423358263172,0.339584414368822,0.395823402281301
2009,71,"Male","Non_Hispanic_White",0.22920170807356,0.0287352078836284,0.338084354661396,0.403978729381416
2010,71,"Male","Non_Hispanic_White",0.222234591060415,0.0290470575040846,0.336584294953969,0.412134056481531
2011,71,"Male","Non_Hispanic_White",0.223112061632608,0.0277880808908271,0.339450222007125,0.409649635469439
2012,71,"Male","Non_Hispanic_White",0.223989532204802,0.0265291042775695,0.342316149060281,0.407165214457348
2013,71,"Male","Non_Hispanic_White",0.224867002776995,0.025270127664312,0.345182076113437,0.404680793445257
2014,71,"Male","Non_Hispanic_White",0.225744473349187,0.0240111510510545,0.348048003166592,0.402196372433166
2015,71,"Male","Non_Hispanic_White",0.226621943921381,0.022752174437797,0.350913930219748,0.399711951421074
2016,71,"Male","Non_Hispanic_White",0.227499414493574,0.0214931978245394,0.353779857272904,0.397227530408983
2017,71,"Male","Non_Hispanic_White",0.228376885065767,0.0202342212112819,0.35664578432606,0.394743109396891
2018,71,"Male","Non_Hispanic_White",0.22925435563796,0.0189752445980244,0.359511711379216,0.3922586883848
2019,71,"Male","Non_Hispanic_White",0.230131826210153,0.0177162679847668,0.362377638432372,0.389774267372709
1975,72,"Male","Non_Hispanic_White",0.46073535093607,0.0436869396938483,0.385565053764722,0.110012655605358
1976,72,"Male","Non_Hispanic_White",0.462824706702023,0.043912184581466,0.37872315398723,0.114539954729281
1977,72,"Male","Non_Hispanic_White",0.464914062467975,0.0441374294690839,0.371881254209737,0.119067253853204
1978,72,"Male","Non_Hispanic_White",0.467003418233927,0.0443626743567016,0.365039354432245,0.123594552977126
1979,72,"Male","Non_Hispanic_White",0.458662032314543,0.0427929393370657,0.369116536099005,0.129428492249385
1980,72,"Male","Non_Hispanic_White",0.45032064639516,0.04122320431743,0.373193717765766,0.135262431521645
1981,72,"Male","Non_Hispanic_White",0.441979260475776,0.0396534692977941,0.377270899432526,0.141096370793904
1982,72,"Male","Non_Hispanic_White",0.433637874556392,0.0380837342781583,0.381348081099286,0.146930310066163
1983,72,"Male","Non_Hispanic_White",0.425296488637009,0.0365139992585225,0.385425262766047,0.152764249338422
1984,72,"Male","Non_Hispanic_White",0.416955102717625,0.0349442642388866,0.389502444432807,0.158598188610681
1985,72,"Male","Non_Hispanic_White",0.408613716798242,0.0333745292192508,0.393579626099567,0.16443212788294
1986,72,"Male","Non_Hispanic_White",0.400272330878858,0.031804794199615,0.397656807766328,0.170266067155199
1987,72,"Male","Non_Hispanic_White",0.391930944959474,0.0302350591799792,0.401733989433088,0.176100006427458
1988,72,"Male","Non_Hispanic_White",0.383589559040091,0.0286653241603433,0.405811171099848,0.181933945699718
1989,72,"Male","Non_Hispanic_White",0.375248173120707,0.0270955891407075,0.409888352766609,0.187767884971977
1990,72,"Male","Non_Hispanic_White",0.366906787201324,0.0255258541210717,0.413965534433369,0.193601824244236
1991,72,"Male","Non_Hispanic_White",0.35856540128194,0.0239561191014359,0.418042716100129,0.199435763516495
1992,72,"Male","Non_Hispanic_White",0.352131555409804,0.0246394926320313,0.409332477190203,0.213896474767962
1993,72,"Male","Non_Hispanic_White",0.345697709537667,0.0253228661626268,0.400622238280276,0.22835718601943
1994,72,"Male","Non_Hispanic_White",0.339263863665531,0.0260062396932222,0.39191199937035,0.242817897270897
1995,72,"Male","Non_Hispanic_White",0.332830017793395,0.0266896132238177,0.383201760460423,0.257278608522364
1996,72,"Male","Non_Hispanic_White",0.326396171921258,0.027372986754413,0.374491521550497,0.271739319773832
1997,72,"Male","Non_Hispanic_White",0.319962326049122,0.0280563602850085,0.36578128264057,0.286200031025299
1998,72,"Male","Non_Hispanic_White",0.313528480176986,0.0287397338156039,0.357071043730643,0.300660742276766
1999,72,"Male","Non_Hispanic_White",0.30709463430485,0.0294231073461994,0.348360804820717,0.315121453528234
2000,72,"Male","Non_Hispanic_White",0.300660788432713,0.0301064808767948,0.33965056591079,0.329582164779701
2001,72,"Male","Non_Hispanic_White",0.294162602155613,0.029978862117084,0.341162659301889,0.334695876425414
2002,72,"Male","Non_Hispanic_White",0.287664415878513,0.029851243357373,0.342674752692988,0.339809588071126
2003,72,"Male","Non_Hispanic_White",0.281166229601413,0.0297236245976621,0.344186846084087,0.344923299716839
2004,72,"Male","Non_Hispanic_White",0.274668043324312,0.0295960058379511,0.345698939475185,0.350037011362551
2005,72,"Male","Non_Hispanic_White",0.268169857047212,0.0294683870782402,0.347211032866284,0.355150723008264
2006,72,"Male","Non_Hispanic_White",0.261671670770112,0.0293407683185293,0.348723126257382,0.360264434653976
2007,72,"Male","Non_Hispanic_White",0.255173484493012,0.0292131495588184,0.350235219648481,0.365378146299689
2008,72,"Male","Non_Hispanic_White",0.248675298215911,0.0290855307991074,0.35174731303958,0.370491857945402
2009,72,"Male","Non_Hispanic_White",0.242177111938811,0.0289579120393964,0.353259406430678,0.375605569591114
2010,72,"Male","Non_Hispanic_White",0.235678925661711,0.0288302932796855,0.354771499821777,0.380719281236827
2011,72,"Male","Non_Hispanic_White",0.235213100726228,0.0275680094761013,0.357627058105379,0.379591831692292
2012,72,"Male","Non_Hispanic_White",0.234747275790746,0.026305725672517,0.360482616388981,0.378464382147757
2013,72,"Male","Non_Hispanic_White",0.234281450855263,0.0250434418689327,0.363338174672582,0.377336932603222
2014,72,"Male","Non_Hispanic_White",0.23381562591978,0.0237811580653484,0.366193732956184,0.376209483058687
2015,72,"Male","Non_Hispanic_White",0.233349800984298,0.0225188742617642,0.369049291239786,0.375082033514153
2016,72,"Male","Non_Hispanic_White",0.232883976048815,0.0212565904581799,0.371904849523388,0.373954583969618
2017,72,"Male","Non_Hispanic_White",0.232418151113332,0.0199943066545956,0.374760407806989,0.372827134425083
2018,72,"Male","Non_Hispanic_White",0.23195232617785,0.0187320228510113,0.37761596609059,0.371699684880548
2019,72,"Male","Non_Hispanic_White",0.231486501242367,0.0174697390474271,0.380471524374193,0.370572235336013
1975,73,"Male","Non_Hispanic_White",0.460222126435102,0.0436975687742722,0.382528556775145,0.11355174801548
1976,73,"Male","Non_Hispanic_White",0.464913239514416,0.0436410634130175,0.373239946864559,0.118205750208007
1977,73,"Male","Non_Hispanic_White",0.46960435259373,0.043584558051763,0.363951336953973,0.122859752400534
1978,73,"Male","Non_Hispanic_White",0.474295465673045,0.0435280526905082,0.354662727043387,0.12751375459306
1979,73,"Male","Non_Hispanic_White",0.466018594208094,0.0422645911074856,0.358182322644371,0.133534492040049
1980,73,"Male","Non_Hispanic_White",0.457741722743144,0.0410011295244631,0.361701918245356,0.139555229487037
1981,73,"Male","Non_Hispanic_White",0.449464851278193,0.0397376679414406,0.365221513846341,0.145575966934026
1982,73,"Male","Non_Hispanic_White",0.441187979813242,0.0384742063584181,0.368741109447326,0.151596704381014
1983,73,"Male","Non_Hispanic_White",0.432911108348291,0.0372107447753955,0.37226070504831,0.157617441828003
1984,73,"Male","Non_Hispanic_White",0.424634236883341,0.035947283192373,0.375780300649295,0.163638179274991
1985,73,"Male","Non_Hispanic_White",0.41635736541839,0.0346838216093504,0.379299896250279,0.16965891672198
1986,73,"Male","Non_Hispanic_White",0.408080493953439,0.033420360026328,0.382819491851265,0.175679654168968
1987,73,"Male","Non_Hispanic_White",0.399803622488489,0.0321568984433054,0.386339087452249,0.181700391615957
1988,73,"Male","Non_Hispanic_White",0.391526751023538,0.0308934368602829,0.389858683053234,0.187721129062945
1989,73,"Male","Non_Hispanic_White",0.383249879558587,0.0296299752772604,0.393378278654219,0.193741866509934
1990,73,"Male","Non_Hispanic_White",0.374973008093636,0.0283665136942378,0.396897874255203,0.199762603956922
1991,73,"Male","Non_Hispanic_White",0.366696136628686,0.0271030521112153,0.400417469856188,0.205783341403911
1992,73,"Male","Non_Hispanic_White",0.358912829613059,0.0276480964295911,0.393296242938735,0.220142831018615
1993,73,"Male","Non_Hispanic_White",0.351129522597433,0.0281931407479668,0.386175016021282,0.234502320633318
1994,73,"Male","Non_Hispanic_White",0.343346215581806,0.0287381850663426,0.379053789103829,0.248861810248021
1995,73,"Male","Non_Hispanic_White",0.33556290856618,0.0292832293847183,0.371932562186376,0.263221299862725
1996,73,"Male","Non_Hispanic_White",0.327779601550554,0.0298282737030942,0.364811335268924,0.277580789477429
1997,73,"Male","Non_Hispanic_White",0.319996294534927,0.0303733180214699,0.357690108351471,0.291940279092132
1998,73,"Male","Non_Hispanic_White",0.312212987519301,0.0309183623398457,0.350568881434018,0.306299768706836
1999,73,"Male","Non_Hispanic_White",0.304429680503674,0.0314634066582214,0.343447654516565,0.320659258321539
2000,73,"Male","Non_Hispanic_White",0.296646373488048,0.0320084509765972,0.336326427599112,0.335018747936243
2001,73,"Male","Non_Hispanic_White",0.291200730231323,0.0306331685098992,0.340552743941381,0.337613357317397
2002,73,"Male","Non_Hispanic_White",0.285755086974598,0.0292578860432012,0.34477906028365,0.340207966698551
2003,73,"Male","Non_Hispanic_White",0.280309443717873,0.0278826035765033,0.349005376625919,0.342802576079706
2004,73,"Male","Non_Hispanic_White",0.274863800461147,0.0265073211098053,0.353231692968187,0.34539718546086
2005,73,"Male","Non_Hispanic_White",0.269418157204422,0.0251320386431074,0.357458009310456,0.347991794842015
2006,73,"Male","Non_Hispanic_White",0.263972513947697,0.0237567561764094,0.361684325652725,0.350586404223169
2007,73,"Male","Non_Hispanic_White",0.258526870690972,0.0223814737097115,0.365910641994994,0.353181013604323
2008,73,"Male","Non_Hispanic_White",0.253081227434246,0.0210061912430135,0.370136958337263,0.355775622985478
2009,73,"Male","Non_Hispanic_White",0.247635584177521,0.0196309087763155,0.374363274679531,0.358370232366632
2010,73,"Male","Non_Hispanic_White",0.242189940920796,0.0182556263096176,0.3785895910218,0.360964841747786
2011,73,"Male","Non_Hispanic_White",0.241191053358202,0.0185140115424909,0.377942922746243,0.362352012353065
2012,73,"Male","Non_Hispanic_White",0.240192165795607,0.0187723967753643,0.377296254470685,0.363739182958343
2013,73,"Male","Non_Hispanic_White",0.239193278233012,0.0190307820082376,0.376649586195129,0.365126353563622
2014,73,"Male","Non_Hispanic_White",0.238194390670417,0.0192891672411109,0.376002917919571,0.366513524168901
2015,73,"Male","Non_Hispanic_White",0.237195503107822,0.0195475524739843,0.375356249644014,0.367900694774179
2016,73,"Male","Non_Hispanic_White",0.236196615545228,0.0198059377068576,0.374709581368457,0.369287865379458
2017,73,"Male","Non_Hispanic_White",0.235197727982633,0.0200643229397309,0.3740629130929,0.370675035984736
2018,73,"Male","Non_Hispanic_White",0.234198840420038,0.0203227081726042,0.373416244817342,0.372062206590015
2019,73,"Male","Non_Hispanic_White",0.233199952857444,0.0205810934054776,0.372769576541785,0.373449377195294
1975,74,"Male","Non_Hispanic_White",0.459278141147603,0.0463210628797266,0.38050170309981,0.11389909287286
1976,74,"Male","Non_Hispanic_White",0.462537981270966,0.0458413107907127,0.373330496309329,0.118290211628991
1977,74,"Male","Non_Hispanic_White",0.465797821394331,0.045361558701699,0.366159289518848,0.122681330385122
1978,74,"Male","Non_Hispanic_White",0.469057661517695,0.0448818066126852,0.358988082728367,0.127072449141253
1979,74,"Male","Non_Hispanic_White",0.462308194461437,0.043237237930012,0.362148271972109,0.132306295636442
1980,74,"Male","Non_Hispanic_White",0.45555872740518,0.041592669247339,0.365308461215851,0.13754014213163
1981,74,"Male","Non_Hispanic_White",0.448809260348922,0.0399481005646657,0.368468650459593,0.142773988626819
1982,74,"Male","Non_Hispanic_White",0.442059793292664,0.0383035318819926,0.371628839703335,0.148007835122008
1983,74,"Male","Non_Hispanic_White",0.435310326236407,0.0366589631993194,0.374789028947077,0.153241681617197
1984,74,"Male","Non_Hispanic_White",0.428560859180149,0.0350143945166463,0.377949218190819,0.158475528112386
1985,74,"Male","Non_Hispanic_White",0.421811392123891,0.0333698258339732,0.38110940743456,0.163709374607575
1986,74,"Male","Non_Hispanic_White",0.415061925067634,0.0317252571513,0.384269596678302,0.168943221102764
1987,74,"Male","Non_Hispanic_White",0.408312458011376,0.0300806884686269,0.387429785922044,0.174177067597953
1988,74,"Male","Non_Hispanic_White",0.401562990955118,0.0284361197859537,0.390589975165786,0.179410914093142
1989,74,"Male","Non_Hispanic_White",0.394813523898861,0.0267915511032806,0.393750164409528,0.184644760588331
1990,74,"Male","Non_Hispanic_White",0.388064056842603,0.0251469824206074,0.39691035365327,0.189878607083519
1991,74,"Male","Non_Hispanic_White",0.381314589786345,0.0235024137379343,0.400070542897012,0.195112453578708
1992,74,"Male","Non_Hispanic_White",0.373274115526223,0.0241420120097453,0.393232260849173,0.209351611614858
1993,74,"Male","Non_Hispanic_White",0.365233641266101,0.0247816102815563,0.386393978801335,0.223590769651008
1994,74,"Male","Non_Hispanic_White",0.357193167005978,0.0254212085533674,0.379555696753496,0.237829927687158
1995,74,"Male","Non_Hispanic_White",0.349152692745856,0.0260608068251784,0.372717414705657,0.252069085723308
1996,74,"Male","Non_Hispanic_White",0.341112218485733,0.0267004050969894,0.365879132657819,0.266308243759458
1997,74,"Male","Non_Hispanic_White",0.333071744225611,0.0273400033688005,0.35904085060998,0.280547401795608
1998,74,"Male","Non_Hispanic_White",0.325031269965489,0.0279796016406115,0.352202568562141,0.294786559831758
1999,74,"Male","Non_Hispanic_White",0.316990795705366,0.0286191999124225,0.345364286514303,0.309025717867909
2000,74,"Male","Non_Hispanic_White",0.308950321445244,0.0292587981842336,0.338526004466464,0.323264875904059
2001,74,"Male","Non_Hispanic_White",0.303908023442613,0.028197474901064,0.34327192508929,0.324622576567033
2002,74,"Male","Non_Hispanic_White",0.298865725439983,0.0271361516178944,0.348017845712115,0.325980277230007
2003,74,"Male","Non_Hispanic_White",0.293823427437353,0.0260748283347249,0.352763766334941,0.327337977892982
2004,74,"Male","Non_Hispanic_White",0.288781129434722,0.0250135050515554,0.357509686957766,0.328695678555956
2005,74,"Male","Non_Hispanic_White",0.283738831432092,0.0239521817683858,0.362255607580592,0.33005337921893
2006,74,"Male","Non_Hispanic_White",0.278696533429462,0.0228908584852162,0.367001528203418,0.331411079881905
2007,74,"Male","Non_Hispanic_White",0.273654235426831,0.0218295352020467,0.371747448826243,0.332768780544879
2008,74,"Male","Non_Hispanic_White",0.268611937424201,0.0207682119188771,0.376493369449069,0.334126481207853
2009,74,"Male","Non_Hispanic_White",0.263569639421571,0.0197068886357075,0.381239290071894,0.335484181870828
2010,74,"Male","Non_Hispanic_White",0.25852734141894,0.018645565352538,0.38598521069472,0.336841882533802
2011,74,"Male","Non_Hispanic_White",0.256592738827833,0.0189618061398467,0.383566625837503,0.340878829194817
2012,74,"Male","Non_Hispanic_White",0.254658136236726,0.0192780469271555,0.381148040980285,0.344915775855833
2013,74,"Male","Non_Hispanic_White",0.252723533645619,0.0195942877144643,0.378729456123068,0.348952722516849
2014,74,"Male","Non_Hispanic_White",0.250788931054512,0.0199105285017731,0.376310871265851,0.352989669177864
2015,74,"Male","Non_Hispanic_White",0.248854328463405,0.0202267692890819,0.373892286408633,0.35702661583888
2016,74,"Male","Non_Hispanic_White",0.246919725872298,0.0205430100763907,0.371473701551416,0.361063562499895
2017,74,"Male","Non_Hispanic_White",0.244985123281191,0.0208592508636994,0.369055116694198,0.36510050916091
2018,74,"Male","Non_Hispanic_White",0.243050520690084,0.0211754916510082,0.366636531836981,0.369137455821926
2019,74,"Male","Non_Hispanic_White",0.241115918098977,0.021491732438317,0.364217946979764,0.373174402482942
1975,75,"Male","Non_Hispanic_White",0.46506599178035,0.044160763076126,0.38046926029084,0.110303984852683
1976,75,"Male","Non_Hispanic_White",0.465094267302314,0.0462893679919193,0.373749618331916,0.11486674637385
1977,75,"Male","Non_Hispanic_White",0.465122542824278,0.0484179729077126,0.367029976372992,0.119429507895017
1978,75,"Male","Non_Hispanic_White",0.465150818346243,0.050546577823506,0.360310334414067,0.123992269416184
1979,75,"Male","Non_Hispanic_White",0.458700813777084,0.04840743695183,0.362972601879215,0.129919147391871
1980,75,"Male","Non_Hispanic_White",0.452250809207927,0.046268296080154,0.365634869344363,0.135846025367557
1981,75,"Male","Non_Hispanic_White",0.445800804638769,0.044129155208478,0.36829713680951,0.141772903343244
1982,75,"Male","Non_Hispanic_White",0.43935080006961,0.041990014336802,0.370959404274658,0.14769978131893
1983,75,"Male","Non_Hispanic_White",0.432900795500452,0.0398508734651262,0.373621671739805,0.153626659294616
1984,75,"Male","Non_Hispanic_White",0.426450790931294,0.0377117325934501,0.376283939204953,0.159553537270303
1985,75,"Male","Non_Hispanic_White",0.420000786362137,0.0355725917217742,0.3789462066701,0.165480415245989
1986,75,"Male","Non_Hispanic_White",0.413550781792979,0.0334334508500982,0.381608474135248,0.171407293221675
1987,75,"Male","Non_Hispanic_White",0.407100777223821,0.0312943099784223,0.384270741600395,0.177334171197362
1988,75,"Male","Non_Hispanic_White",0.400650772654663,0.0291551691067463,0.386933009065543,0.183261049173048
1989,75,"Male","Non_Hispanic_White",0.394200768085505,0.0270160282350703,0.38959527653069,0.189187927148734
1990,75,"Male","Non_Hispanic_White",0.387750763516347,0.0248768873633944,0.392257543995838,0.195114805124421
1991,75,"Male","Non_Hispanic_White",0.381300758947189,0.0227377464917184,0.394919811460986,0.201041683100107
1992,75,"Male","Non_Hispanic_White",0.372542979986674,0.0230577601750822,0.389048383960943,0.215350875877301
1993,75,"Male","Non_Hispanic_White",0.363785201026159,0.023377773858446,0.383176956460901,0.229660068654494
1994,75,"Male","Non_Hispanic_White",0.355027422065644,0.0236977875418097,0.377305528960858,0.243969261431688
1995,75,"Male","Non_Hispanic_White",0.346269643105129,0.0240178012251736,0.371434101460816,0.258278454208882
1996,75,"Male","Non_Hispanic_White",0.337511864144614,0.0243378149085374,0.365562673960773,0.272587646986076
1997,75,"Male","Non_Hispanic_White",0.328754085184099,0.0246578285919012,0.359691246460731,0.28689683976327
1998,75,"Male","Non_Hispanic_White",0.319996306223584,0.0249778422752649,0.353819818960688,0.301206032540463
1999,75,"Male","Non_Hispanic_White",0.311238527263068,0.0252978559586287,0.347948391460645,0.315515225317657
2000,75,"Male","Non_Hispanic_White",0.302480748302553,0.0256178696419925,0.342076963960603,0.329824418094851
2001,75,"Male","Non_Hispanic_White",0.300371407057017,0.025740217906137,0.344060215034235,0.32982816000261
2002,75,"Male","Non_Hispanic_White",0.298262065811481,0.0258625661702814,0.346043466107868,0.32983190191037
2003,75,"Male","Non_Hispanic_White",0.296152724565945,0.0259849144344259,0.3480267171815,0.329835643818129
2004,75,"Male","Non_Hispanic_White",0.294043383320409,0.0261072626985703,0.350009968255133,0.329839385725888
2005,75,"Male","Non_Hispanic_White",0.291934042074873,0.0262296109627148,0.351993219328765,0.329843127633648
2006,75,"Male","Non_Hispanic_White",0.289824700829337,0.0263519592268594,0.353976470402397,0.329846869541407
2007,75,"Male","Non_Hispanic_White",0.287715359583801,0.0264743074910038,0.35595972147603,0.329850611449166
2008,75,"Male","Non_Hispanic_White",0.285606018338264,0.0265966557551483,0.357942972549662,0.329854353356925
2009,75,"Male","Non_Hispanic_White",0.283496677092728,0.0267190040192927,0.359926223623294,0.329858095264685
2010,75,"Male","Non_Hispanic_White",0.281387335847192,0.0268413522834372,0.361909474696927,0.329861837172444
2011,75,"Male","Non_Hispanic_White",0.277448645792548,0.0265415670730561,0.36091190842901,0.335097878705386
2012,75,"Male","Non_Hispanic_White",0.273509955737904,0.026241781862675,0.359914342161093,0.340333920238328
2013,75,"Male","Non_Hispanic_White",0.26957126568326,0.025941996652294,0.358916775893177,0.345569961771269
2014,75,"Male","Non_Hispanic_White",0.265632575628616,0.0256422114419129,0.35791920962526,0.350806003304211
2015,75,"Male","Non_Hispanic_White",0.261693885573972,0.0253424262315319,0.356921643357343,0.356042044837153
2016,75,"Male","Non_Hispanic_White",0.257755195519328,0.0250426410211507,0.355924077089427,0.361278086370095
2017,75,"Male","Non_Hispanic_White",0.253816505464684,0.0247428558107697,0.35492651082151,0.366514127903037
2018,75,"Male","Non_Hispanic_White",0.24987781541004,0.0244430706003887,0.353928944553593,0.371750169435979
2019,75,"Male","Non_Hispanic_White",0.245939125355395,0.0241432853900076,0.352931378285676,0.37698621096892
1975,76,"Male","Non_Hispanic_White",0.453685520004324,0.0491249896618559,0.378862774528611,0.118326715805209
1976,76,"Male","Non_Hispanic_White",0.459474901108268,0.0500088299700703,0.371473806042036,0.119042462879626
1977,76,"Male","Non_Hispanic_White",0.465264282212211,0.0508926702782847,0.36408483755546,0.119758209954044
1978,76,"Male","Non_Hispanic_White",0.471053663316156,0.0517765105864992,0.356695869068884,0.120473957028461
1979,76,"Male","Non_Hispanic_White",0.463582330927944,0.0495981280045772,0.360103541852765,0.126715999214713
1980,76,"Male","Non_Hispanic_White",0.456110998539733,0.0474197454226553,0.363511214636645,0.132958041400966
1981,76,"Male","Non_Hispanic_White",0.448639666151522,0.0452413628407332,0.366918887420526,0.139200083587219
1982,76,"Male","Non_Hispanic_White",0.441168333763311,0.0430629802588112,0.370326560204406,0.145442125773472
1983,76,"Male","Non_Hispanic_White",0.4336970013751,0.0408845976768893,0.373734232988287,0.151684167959725
1984,76,"Male","Non_Hispanic_White",0.426225668986888,0.0387062150949673,0.377141905772167,0.157926210145977
1985,76,"Male","Non_Hispanic_White",0.418754336598677,0.0365278325130452,0.380549578556048,0.16416825233223
1986,76,"Male","Non_Hispanic_White",0.411283004210466,0.0343494499311232,0.383957251339928,0.170410294518483
1987,76,"Male","Non_Hispanic_White",0.403811671822255,0.0321710673492012,0.387364924123809,0.176652336704735
1988,76,"Male","Non_Hispanic_White",0.396340339434043,0.0299926847672792,0.390772596907689,0.182894378890988
1989,76,"Male","Non_Hispanic_White",0.388869007045832,0.0278143021853572,0.39418026969157,0.189136421077241
1990,76,"Male","Non_Hispanic_White",0.381397674657621,0.0256359196034352,0.39758794247545,0.195378463263494
1991,76,"Male","Non_Hispanic_White",0.37392634226941,0.0234575370215132,0.400995615259331,0.201620505449746
1992,76,"Male","Non_Hispanic_White",0.367033166935046,0.0235630949765652,0.395555146255035,0.213848591833354
1993,76,"Male","Non_Hispanic_White",0.360139991600682,0.0236686529316172,0.39011467725074,0.226076678216961
1994,76,"Male","Non_Hispanic_White",0.353246816266318,0.023774210886669,0.384674208246444,0.238304764600568
1995,76,"Male","Non_Hispanic_White",0.346353640931955,0.023879768841721,0.379233739242149,0.250532850984176
1996,76,"Male","Non_Hispanic_White",0.339460465597591,0.023985326796773,0.373793270237853,0.262760937367783
1997,76,"Male","Non_Hispanic_White",0.332567290263227,0.024090884751825,0.368352801233558,0.274989023751391
1998,76,"Male","Non_Hispanic_White",0.325674114928863,0.0241964427068768,0.362912332229262,0.287217110134998
1999,76,"Male","Non_Hispanic_White",0.318780939594499,0.0243020006619288,0.357471863224967,0.299445196518605
2000,76,"Male","Non_Hispanic_White",0.311887764260135,0.0244075586169808,0.352031394220671,0.311673282902212
2001,76,"Male","Non_Hispanic_White",0.310137988090921,0.0242173956795731,0.356966239686159,0.308678376543346
2002,76,"Male","Non_Hispanic_White",0.308388211921708,0.0240272327421653,0.361901085151648,0.30568347018448
2003,76,"Male","Non_Hispanic_White",0.306638435752493,0.0238370698047576,0.366835930617136,0.302688563825613
2004,76,"Male","Non_Hispanic_White",0.304888659583279,0.0236469068673499,0.371770776082624,0.299693657466747
2005,76,"Male","Non_Hispanic_White",0.303138883414066,0.0234567439299422,0.376705621548112,0.296698751107881
2006,76,"Male","Non_Hispanic_White",0.301389107244852,0.0232665809925344,0.3816404670136,0.293703844749014
2007,76,"Male","Non_Hispanic_White",0.299639331075638,0.0230764180551267,0.386575312479088,0.290708938390148
2008,76,"Male","Non_Hispanic_White",0.297889554906423,0.022886255117719,0.391510157944576,0.287714032031282
2009,76,"Male","Non_Hispanic_White",0.29613977873721,0.0226960921803112,0.396445003410064,0.284719125672415
2010,76,"Male","Non_Hispanic_White",0.294390002567996,0.0225059292429034,0.401379848875552,0.281724219313549
2011,76,"Male","Non_Hispanic_White",0.292129717699052,0.0223209180897507,0.397516122983103,0.288033241228095
